model,case_id,domain,context_length,actual_context_length,depth,seed,answer,policy,policy_type,key_bits,value_bits,protected_key_bits,protected_layers,residual_window,found,status,response_excerpt,topk_k,kv_saving,runtime_s,tok_per_s,peak_gpu_gb
Qwen2.5-14B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top3_keys,tbgmp_top3,2.0,2.0,6.0,"[0, 46, 2]",128.0,True,completed,AURORA-7749,3,82.867,3.9165,2.298,30.5399
Qwen2.5-14B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top4_keys,tbgmp_top4,2.0,2.0,6.0,"[0, 46, 2, 47]",128.0,True,completed,AURORA-7749,4,82.4886,4.2141,2.1357,30.5605
Qwen2.5-14B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top5_keys,tbgmp_top5,2.0,2.0,6.0,"[0, 46, 2, 47, 30]",128.0,True,completed,AURORA-7749,5,82.1102,4.1153,2.187,30.5633
Qwen2.5-14B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top6_keys,tbgmp_top6,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13]",128.0,True,completed,AURORA-7749,6,81.7318,4.4269,2.033,30.5661
Qwen2.5-14B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top7_keys,tbgmp_top7,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43]",128.0,True,completed,AURORA-7749,7,81.3534,4.7198,1.9069,30.5692
Qwen2.5-14B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top8_keys,tbgmp_top8,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43, 11]",128.0,True,completed,AURORA-7749,8,80.9751,5.0255,1.7909,30.5718
Qwen2.5-14B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top9_keys,tbgmp_top9,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43, 11, 4]",128.0,True,completed,AURORA-7749,9,80.5967,5.9011,1.5251,30.5754
Qwen2.5-14B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top10_keys,tbgmp_top10,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43, 11, 4, 45]",128.0,True,completed,AURORA-7749,10,80.2183,6.7949,1.3245,30.5782
Qwen2.5-14B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top11_keys,tbgmp_top11,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43, 11, 4, 45, 15]",128.0,True,completed,AURORA-7749,11,79.8399,6.1116,1.4726,30.5808
Qwen2.5-14B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top12_keys,tbgmp_top12,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43, 11, 4, 45, 15, 21]",128.0,True,completed,AURORA-7749,12,79.4615,6.2369,1.443,30.5836
Qwen2.5-14B,math_ctx8192_d90_s1,math,8192,8181,90,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top1_keys,tbgmp_top1,2.0,2.0,6.0,[0],128.0,False,completed,NEBULA-318,1,84.9774,4.1276,1.9381,31.9087
Qwen2.5-14B,math_ctx8192_d90_s1,math,8192,8181,90,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top2_keys,tbgmp_top2,2.0,2.0,6.0,"[0, 46]",128.0,False,completed,NEBULA-318,2,84.5929,3.9457,2.0275,33.6233
Qwen2.5-14B,math_ctx8192_d90_s1,math,8192,8181,90,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top3_keys,tbgmp_top3,2.0,2.0,6.0,"[0, 46, 2]",128.0,True,completed,NEBULA-3186,3,84.2084,4.8232,1.866,33.6289
Qwen2.5-14B,math_ctx8192_d90_s1,math,8192,8181,90,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top4_keys,tbgmp_top4,2.0,2.0,6.0,"[0, 46, 2, 47]",128.0,True,completed,NEBULA-3186,4,83.8239,6.0302,1.4925,33.6699
Qwen2.5-14B,math_ctx8192_d90_s1,math,8192,8181,90,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top5_keys,tbgmp_top5,2.0,2.0,6.0,"[0, 46, 2, 47, 30]",128.0,True,completed,NEBULA-3186,5,83.4394,5.4197,1.6606,33.6746
Qwen2.5-14B,math_ctx8192_d90_s1,math,8192,8181,90,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top6_keys,tbgmp_top6,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13]",128.0,False,completed,NEBULA-318,6,83.0549,6.3235,1.2651,33.6811
Qwen2.5-14B,math_ctx8192_d90_s1,math,8192,8181,90,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top7_keys,tbgmp_top7,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43]",128.0,False,completed,NEBULA-318,7,82.6704,6.1227,1.3066,33.6862
Qwen2.5-14B,math_ctx8192_d90_s1,math,8192,8181,90,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top8_keys,tbgmp_top8,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43, 11]",128.0,False,completed,NEBULA-318,8,82.2858,6.8016,1.1762,33.6927
Qwen2.5-14B,math_ctx8192_d90_s1,math,8192,8181,90,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top9_keys,tbgmp_top9,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43, 11, 4]",128.0,True,completed,NEBULA-3186,9,81.9013,7.3153,1.2303,33.6973
Qwen2.5-14B,math_ctx8192_d90_s1,math,8192,8181,90,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top10_keys,tbgmp_top10,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43, 11, 4, 45]",128.0,True,completed,NEBULA-3186,10,81.5168,6.8709,1.3099,33.7033
Qwen2.5-14B,math_ctx8192_d90_s1,math,8192,8181,90,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top11_keys,tbgmp_top11,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43, 11, 4, 45, 15]",128.0,True,completed,NEBULA-3186,11,81.1323,7.5384,1.1939,33.7097
Qwen2.5-14B,math_ctx8192_d90_s1,math,8192,8181,90,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top12_keys,tbgmp_top12,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43, 11, 4, 45, 15, 21]",128.0,True,completed,NEBULA-3186,12,80.7478,8.2491,1.091,33.7159
Qwen2.5-14B,literature_ctx4096_d50_s1,literature,4096,4086,50,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top1_keys,tbgmp_top1,2.0,2.0,6.0,[0],128.0,True,completed,NEBULA-3186,1,83.6238,3.276,2.7473,29.68
Qwen2.5-14B,literature_ctx4096_d50_s1,literature,4096,4086,50,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top2_keys,tbgmp_top2,2.0,2.0,6.0,"[0, 46]",128.0,True,completed,NEBULA-3186,2,83.2454,3.2308,2.7857,30.5368
Qwen2.5-14B,literature_ctx4096_d50_s1,literature,4096,4086,50,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top3_keys,tbgmp_top3,2.0,2.0,6.0,"[0, 46, 2]",128.0,False,completed,NEBULA-318,3,82.867,4.0109,1.9946,30.5399
Qwen2.5-14B,literature_ctx4096_d50_s1,literature,4096,4086,50,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top4_keys,tbgmp_top4,2.0,2.0,6.0,"[0, 46, 2, 47]",128.0,False,completed,NEBULA-318,4,82.4886,4.6428,1.7231,30.5605
Qwen2.5-14B,literature_ctx4096_d50_s1,literature,4096,4086,50,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top5_keys,tbgmp_top5,2.0,2.0,6.0,"[0, 46, 2, 47, 30]",128.0,False,completed,NEBULA-318,5,82.1102,4.5813,1.7462,30.5633
Qwen2.5-14B,literature_ctx4096_d50_s1,literature,4096,4086,50,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top6_keys,tbgmp_top6,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13]",128.0,True,completed,NEBULA-3186,6,81.7318,5.1449,1.7493,30.5661
Qwen2.5-14B,literature_ctx4096_d50_s1,literature,4096,4086,50,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top7_keys,tbgmp_top7,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43]",128.0,True,completed,NEBULA-3186,7,81.3534,5.9498,1.5126,30.5692
Qwen2.5-14B,literature_ctx4096_d50_s1,literature,4096,4086,50,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top8_keys,tbgmp_top8,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43, 11]",128.0,True,completed,NEBULA-3186,8,80.9751,6.3151,1.4252,30.5718
Qwen2.5-14B,literature_ctx4096_d50_s1,literature,4096,4086,50,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top9_keys,tbgmp_top9,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43, 11, 4]",128.0,True,completed,NEBULA-3186,9,80.5967,6.6077,1.362,30.5754
Qwen2.5-14B,literature_ctx4096_d50_s1,literature,4096,4086,50,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top10_keys,tbgmp_top10,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43, 11, 4, 45]",128.0,True,completed,NEBULA-3186,10,80.2183,6.275,1.4343,30.5782
Qwen2.5-14B,literature_ctx4096_d50_s1,literature,4096,4086,50,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top11_keys,tbgmp_top11,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43, 11, 4, 45, 15]",128.0,True,completed,NEBULA-3186,11,79.8399,6.4114,1.4037,30.5808
Qwen2.5-14B,literature_ctx4096_d50_s1,literature,4096,4086,50,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top12_keys,tbgmp_top12,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43, 11, 4, 45, 15, 21]",128.0,True,completed,NEBULA-3186,12,79.4615,8.1425,1.1053,30.5836
Qwen2.5-14B,literature_ctx6144_d10_s0,literature,6144,6132,10,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top1_keys,tbgmp_top1,2.0,2.0,6.0,[0],128.0,True,completed,AURORA-7749,1,84.5261,3.6012,2.4992,30.7943
Qwen2.5-14B,literature_ctx6144_d10_s0,literature,6144,6132,10,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top2_keys,tbgmp_top2,2.0,2.0,6.0,"[0, 46]",128.0,True,completed,AURORA-7749,2,84.1436,3.9709,2.2665,32.0803
Qwen2.5-14B,literature_ctx6144_d10_s0,literature,6144,6132,10,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top3_keys,tbgmp_top3,2.0,2.0,6.0,"[0, 46, 2]",128.0,True,completed,AURORA-7749,3,83.7612,3.9908,2.2552,32.0862
Qwen2.5-14B,literature_ctx6144_d10_s0,literature,6144,6132,10,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top4_keys,tbgmp_top4,2.0,2.0,6.0,"[0, 46, 2, 47]",128.0,True,completed,AURORA-7749,4,83.3787,4.6117,1.9516,32.1173
Qwen2.5-14B,literature_ctx6144_d10_s0,literature,6144,6132,10,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top5_keys,tbgmp_top5,2.0,2.0,6.0,"[0, 46, 2, 47, 30]",128.0,True,completed,AURORA-7749,5,82.9962,5.166,1.7422,32.1225
Qwen2.5-14B,literature_ctx6144_d10_s0,literature,6144,6132,10,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top6_keys,tbgmp_top6,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13]",128.0,True,completed,AURORA-7749,6,82.6137,4.9167,1.8305,32.1266
Qwen2.5-14B,literature_ctx6144_d10_s0,literature,6144,6132,10,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top7_keys,tbgmp_top7,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43]",128.0,True,completed,AURORA-7749,7,82.2313,5.2419,1.7169,32.132
Qwen2.5-14B,literature_ctx6144_d10_s0,literature,6144,6132,10,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top8_keys,tbgmp_top8,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43, 11]",128.0,True,completed,AURORA-7749,8,81.8488,5.5184,1.6309,32.1335
Qwen2.5-14B,literature_ctx6144_d10_s0,literature,6144,6132,10,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top9_keys,tbgmp_top9,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43, 11, 4]",128.0,True,completed,AURORA-7749,9,81.4663,5.8841,1.5295,32.1385
Qwen2.5-14B,literature_ctx6144_d10_s0,literature,6144,6132,10,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top10_keys,tbgmp_top10,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43, 11, 4, 45]",128.0,True,completed,AURORA-7749,10,81.0839,6.2094,1.4494,32.1428
Qwen2.5-14B,literature_ctx6144_d10_s0,literature,6144,6132,10,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top11_keys,tbgmp_top11,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43, 11, 4, 45, 15]",128.0,True,completed,AURORA-7749,11,80.7014,6.4255,1.4007,32.1467
Qwen2.5-14B,literature_ctx6144_d10_s0,literature,6144,6132,10,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top12_keys,tbgmp_top12,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43, 11, 4, 45, 15, 21]",128.0,True,completed,AURORA-7749,12,80.3189,7.3256,1.2286,32.1507
Qwen2.5-14B,literature_ctx6144_d90_s0,literature,6144,6133,90,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top1_keys,tbgmp_top1,2.0,2.0,6.0,[0],128.0,True,completed,AURORA-7749,1,84.5264,3.4537,2.6059,30.7943
Qwen2.5-14B,literature_ctx6144_d90_s0,literature,6144,6133,90,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top2_keys,tbgmp_top2,2.0,2.0,6.0,"[0, 46]",128.0,True,completed,AURORA-7749,2,84.1439,3.7623,2.3922,32.0835
Qwen2.5-14B,literature_ctx6144_d90_s0,literature,6144,6133,90,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top3_keys,tbgmp_top3,2.0,2.0,6.0,"[0, 46, 2]",128.0,True,completed,AURORA-7749,3,83.7615,4.1214,2.1837,32.0877
Qwen2.5-14B,literature_ctx6144_d90_s0,literature,6144,6133,90,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top4_keys,tbgmp_top4,2.0,2.0,6.0,"[0, 46, 2, 47]",128.0,True,completed,AURORA-7749,4,83.379,4.4263,2.0333,32.1192
Qwen2.5-14B,literature_ctx6144_d90_s0,literature,6144,6133,90,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top5_keys,tbgmp_top5,2.0,2.0,6.0,"[0, 46, 2, 47, 30]",128.0,True,completed,AURORA-7749,5,82.9965,4.9086,1.8335,32.1236
Qwen2.5-14B,literature_ctx6144_d90_s0,literature,6144,6133,90,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top6_keys,tbgmp_top6,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13]",128.0,True,completed,AURORA-7749,6,82.614,4.9817,1.8066,32.1274
Qwen2.5-14B,literature_ctx6144_d90_s0,literature,6144,6133,90,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top7_keys,tbgmp_top7,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43]",128.0,True,completed,AURORA-7749,7,82.2316,5.4621,1.6477,32.1319
Qwen2.5-14B,literature_ctx6144_d90_s0,literature,6144,6133,90,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top8_keys,tbgmp_top8,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43, 11]",128.0,True,completed,AURORA-7749,8,81.8491,5.9833,1.5042,32.1365
Qwen2.5-14B,literature_ctx6144_d90_s0,literature,6144,6133,90,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top9_keys,tbgmp_top9,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43, 11, 4]",128.0,True,completed,AURORA-7749,9,81.4666,5.8194,1.5465,32.1407
Qwen2.5-14B,literature_ctx6144_d90_s0,literature,6144,6133,90,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top10_keys,tbgmp_top10,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43, 11, 4, 45]",128.0,True,completed,AURORA-7749,10,81.0841,6.7309,1.3371,32.145
Qwen2.5-14B,literature_ctx6144_d90_s0,literature,6144,6133,90,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top11_keys,tbgmp_top11,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43, 11, 4, 45, 15]",128.0,True,completed,AURORA-7749,11,80.7017,6.504,1.3838,32.1488
Qwen2.5-14B,literature_ctx6144_d90_s0,literature,6144,6133,90,0,AURORA-7749,qwen25_14b_instruct_tbgmp_top12_keys,tbgmp_top12,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43, 11, 4, 45, 15, 21]",128.0,False,completed,AURORA-779,12,80.3192,6.6051,1.2112,32.1538
Qwen2.5-14B,literature_ctx6144_d90_s1,literature,6144,6134,90,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top1_keys,tbgmp_top1,2.0,2.0,6.0,[0],128.0,True,completed,NEBULA-3186,1,84.5267,3.391,2.6541,30.7943
Qwen2.5-14B,literature_ctx6144_d90_s1,literature,6144,6134,90,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top2_keys,tbgmp_top2,2.0,2.0,6.0,"[0, 46]",128.0,True,completed,NEBULA-3186,2,84.1442,3.6703,2.4521,32.0807
Qwen2.5-14B,literature_ctx6144_d90_s1,literature,6144,6134,90,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top3_keys,tbgmp_top3,2.0,2.0,6.0,"[0, 46, 2]",128.0,True,completed,NEBULA-3186,3,83.7617,3.9631,2.2709,32.0855
Qwen2.5-14B,literature_ctx6144_d90_s1,literature,6144,6134,90,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top4_keys,tbgmp_top4,2.0,2.0,6.0,"[0, 46, 2, 47]",128.0,True,completed,NEBULA-3186,4,83.3793,4.2654,2.11,32.1163
Qwen2.5-14B,literature_ctx6144_d90_s1,literature,6144,6134,90,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top5_keys,tbgmp_top5,2.0,2.0,6.0,"[0, 46, 2, 47, 30]",128.0,True,completed,NEBULA-3186,5,82.9968,4.5789,1.9655,32.1217
Qwen2.5-14B,literature_ctx6144_d90_s1,literature,6144,6134,90,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top6_keys,tbgmp_top6,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13]",128.0,True,completed,NEBULA-3186,6,82.6143,5.1652,1.7424,32.1253
Qwen2.5-14B,literature_ctx6144_d90_s1,literature,6144,6134,90,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top7_keys,tbgmp_top7,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43]",128.0,True,completed,NEBULA-3186,7,82.2318,5.7206,1.5733,32.1296
Qwen2.5-14B,literature_ctx6144_d90_s1,literature,6144,6134,90,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top8_keys,tbgmp_top8,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43, 11]",128.0,True,completed,NEBULA-3186,8,81.8494,5.729,1.571,32.1346
Qwen2.5-14B,literature_ctx6144_d90_s1,literature,6144,6134,90,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top9_keys,tbgmp_top9,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43, 11, 4]",128.0,True,completed,NEBULA-3186,9,81.4669,5.7878,1.555,32.1384
Qwen2.5-14B,literature_ctx6144_d90_s1,literature,6144,6134,90,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top10_keys,tbgmp_top10,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43, 11, 4, 45]",128.0,True,completed,NEBULA-3186,10,81.0844,6.1877,1.4545,32.142
Qwen2.5-14B,literature_ctx6144_d90_s1,literature,6144,6134,90,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top11_keys,tbgmp_top11,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43, 11, 4, 45, 15]",128.0,True,completed,NEBULA-3186,11,80.702,7.0324,1.2798,32.147
Qwen2.5-14B,literature_ctx6144_d90_s1,literature,6144,6134,90,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top12_keys,tbgmp_top12,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43, 11, 4, 45, 15, 21]",128.0,True,completed,NEBULA-3186,12,80.3195,7.3181,1.2298,32.1508
Qwen2.5-14B,literature_ctx8192_d90_s1,literature,8192,8181,90,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top1_keys,tbgmp_top1,2.0,2.0,6.0,[0],128.0,True,completed,NEBULA-3186,1,84.9774,5.1275,1.7552,31.9087
Qwen2.5-14B,literature_ctx8192_d90_s1,literature,8192,8181,90,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top2_keys,tbgmp_top2,2.0,2.0,6.0,"[0, 46]",128.0,True,completed,NEBULA-3186,2,84.5929,5.0874,1.7691,33.6233
Qwen2.5-14B,literature_ctx8192_d90_s1,literature,8192,8181,90,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top3_keys,tbgmp_top3,2.0,2.0,6.0,"[0, 46, 2]",128.0,True,completed,NEBULA-3186,3,84.2084,5.1552,1.7458,33.6289
Qwen2.5-14B,literature_ctx8192_d90_s1,literature,8192,8181,90,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top4_keys,tbgmp_top4,2.0,2.0,6.0,"[0, 46, 2, 47]",128.0,True,completed,NEBULA-3186,4,83.8239,6.2214,1.4466,33.6699
Qwen2.5-14B,literature_ctx8192_d90_s1,literature,8192,8181,90,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top5_keys,tbgmp_top5,2.0,2.0,6.0,"[0, 46, 2, 47, 30]",128.0,True,completed,NEBULA-3186,5,83.4394,5.7011,1.5786,33.6746
Qwen2.5-14B,literature_ctx8192_d90_s1,literature,8192,8181,90,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top6_keys,tbgmp_top6,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13]",128.0,True,completed,NEBULA-3186,6,83.0549,5.9231,1.5195,33.6811
Qwen2.5-14B,literature_ctx8192_d90_s1,literature,8192,8181,90,1,NEBULA-3186,qwen25_14b_instruct_tbgmp_top7_keys,tbgmp_top7,2.0,2.0,6.0,"[0, 46, 2, 47, 30, 13, 43]",128.0,True,completed,NEBULA-3186,7,82.6704,6.0635,1.4843,33.6862
