model,case_id,domain,context_length,actual_context_length,depth,seed,answer,policy,policy_type,key_bits,value_bits,protected_key_bits,protected_layers,residual_window,found,status,response_excerpt,topk_k,kv_saving,runtime_s,tok_per_s,peak_gpu_gb
Gemma2-9B,gemma2_9b_code_ctx6144_d50_s0,code,6144,5748,50,0,AURORA-7749,k4_top1_k6_v2_rw128,tbgmp_topk,4,2,6,0,128,False,success,'t 1230 01230-,1.0,,2.537,6.307,24.584
Gemma2-9B,gemma2_9b_code_ctx6144_d50_s0,code,6144,5748,50,0,AURORA-7749,k4_bottom1_k6_v2_rw128,bottom_control,4,2,6,5,128,False,success,'t 12300 ` t(,,,2.536,6.308,24.584
Gemma2-9B,gemma2_9b_code_ctx6144_d50_s0,code,6144,5748,50,0,AURORA-7749,k4_random1_k6_v2_rw128,random_control,4,2,6,37,128,False,success,'t__12345. Answer: 1,,,2.537,6.307,24.584
Gemma2-9B,gemma2_9b_code_ctx6144_d50_s0,code,6144,5748,50,0,AURORA-7749,k4_random1_k6_v2_rw128,random_control,4,2,6,33,128,False,success,'t 12300 `tArgumentParser.,,,2.54,6.298,24.584
Gemma2-9B,gemma2_9b_code_ctx6144_d50_s0,code,6144,5748,50,0,AURORA-7749,k4_random1_k6_v2_rw128,random_control,4,2,6,0,128,False,success,'t 1230 01230-,,,2.538,6.305,24.584
Gemma2-9B,gemma2_9b_code_ctx6144_d50_s1,code,6144,5749,50,1,NEBULA-3186,k4_top1_k6_v2_rw128,tbgmp_topk,4,2,6,0,128,False,success,NEB123 >> 0164:,1.0,,2.537,6.307,24.587
Gemma2-9B,gemma2_9b_code_ctx6144_d50_s1,code,6144,5749,50,1,NEBULA-3186,k4_bottom1_k6_v2_rw128,bottom_control,4,2,6,5,128,False,success,NEB123 >> 0164:,,,2.539,6.301,24.587
Gemma2-9B,gemma2_9b_code_ctx6144_d50_s1,code,6144,5749,50,1,NEBULA-3186,k4_random1_k6_v2_rw128,random_control,4,2,6,6,128,False,success,"NEB123 The full answer is: ""NE",,,2.54,6.299,24.587
Gemma2-9B,gemma2_9b_code_ctx6144_d50_s1,code,6144,5749,50,1,NEBULA-3186,k4_random1_k6_v2_rw128,random_control,4,2,6,37,128,False,success,NEB123 The full answer is: 12,,,2.542,6.294,24.587
Gemma2-9B,gemma2_9b_code_ctx6144_d50_s1,code,6144,5749,50,1,NEBULA-3186,k4_random1_k6_v2_rw128,random_control,4,2,6,40,128,False,success,NEB123 'undefined' It seems you',,,2.542,6.294,24.587
Gemma2-9B,gemma2_9b_code_ctx6144_d90_s0,code,6144,5748,90,0,AURORA-7749,k4_top1_k6_v2_rw128,tbgmp_topk,4,2,6,0,128,False,success,"> 0101 0176, please write my",1.0,,2.537,6.306,24.584
Gemma2-9B,gemma2_9b_code_ctx6144_d90_s0,code,6144,5748,90,0,AURORA-7749,k4_bottom1_k6_v2_rw128,bottom_control,4,2,6,5,128,False,success,> 0123072. > 0,,,2.54,6.3,24.584
Gemma2-9B,gemma2_9b_code_ctx6144_d90_s0,code,6144,5748,90,0,AURORA-7749,k4_random1_k6_v2_rw128,random_control,4,2,6,25,128,False,success,> 0100%00? > From,,,2.54,6.3,24.584
Gemma2-9B,gemma2_9b_code_ctx6144_d90_s0,code,6144,5748,90,0,AURORA-7749,k4_random1_k6_v2_rw128,random_control,4,2,6,27,128,False,success,> 0123072. > from,,,2.542,6.293,24.584
Gemma2-9B,gemma2_9b_code_ctx6144_d90_s0,code,6144,5748,90,0,AURORA-7749,k4_random1_k6_v2_rw128,random_control,4,2,6,33,128,False,success,"> 0101 0176, please write the",,,2.543,6.292,24.584
Gemma2-9B,gemma2_9b_code_ctx6144_d90_s1,code,6144,5749,90,1,NEBULA-3186,k4_top1_k6_v2_rw128,tbgmp_topk,4,2,6,0,128,False,success,"""NEB 31437. 'round(",1.0,,2.542,6.295,24.587
Gemma2-9B,gemma2_9b_code_ctx6144_d90_s1,code,6144,5749,90,1,NEBULA-3186,k4_bottom1_k6_v2_rw128,bottom_control,4,2,6,5,128,False,success,"""NEB 3147, 01010",,,2.543,6.292,24.587
Gemma2-9B,gemma2_9b_code_ctx6144_d90_s1,code,6144,5749,90,1,NEBULA-3186,k4_random1_k6_v2_rw128,random_control,4,2,6,14,128,False,success,"""NEB 3147, then, """,,,2.542,6.293,24.587
Gemma2-9B,gemma2_9b_code_ctx6144_d90_s1,code,6144,5749,90,1,NEBULA-3186,k4_random1_k6_v2_rw128,random_control,4,2,6,12,128,False,success,"""NEB 3147, 01012",,,2.543,6.291,24.587
Gemma2-9B,gemma2_9b_code_ctx6144_d90_s1,code,6144,5749,90,1,NEBULA-3186,k4_random1_k6_v2_rw128,random_control,4,2,6,17,128,False,success,"'Nebula, please 3140 0101",,,2.541,6.297,24.587
Gemma2-9B,gemma2_9b_code_ctx8192_d10_s0,code,8192,7638,10,0,AURORA-7749,k4_top1_k6_v2_rw128,tbgmp_topk,4,2,6,0,128,False,success,6119 100antMatchersantMatchersantMatchersantMatchersantMatchers:,1.0,,3.095,5.169,27.006
Gemma2-9B,gemma2_9b_code_ctx8192_d10_s0,code,8192,7638,10,0,AURORA-7749,k4_bottom1_k6_v2_rw128,bottom_control,4,2,6,5,128,False,success,61 [antMatchersantMatchersantMatchersantMatchersantMatchersantMatcherst,,,3.085,5.186,27.006
Gemma2-9B,gemma2_9b_code_ctx8192_d10_s0,code,8192,7638,10,0,AURORA-7749,k4_random1_k6_v2_rw128,random_control,4,2,6,10,128,False,success,61 [antMatchersantMatchersantMatchersantMatchersantMatchersantMatcherst,,,3.103,5.157,27.006
Gemma2-9B,gemma2_9b_code_ctx8192_d10_s0,code,8192,7638,10,0,AURORA-7749,k4_random1_k6_v2_rw128,random_control,4,2,6,18,128,False,success,671 [t5#t margatalking.t,,,3.088,5.182,27.006
Gemma2-9B,gemma2_9b_code_ctx8192_d10_s0,code,8192,7638,10,0,AURORA-7749,k4_random1_k6_v2_rw128,random_control,4,2,6,19,128,False,success,61I247t t7 [0,,,3.097,5.166,27.006
Gemma2-9B,gemma2_9b_code_ctx8192_d10_s1,code,8192,7639,10,1,NEBULA-3186,k4_top1_k6_v2_rw128,tbgmp_topk,4,2,6,0,128,False,success,00740 (Hint: the author's name,1.0,,3.083,5.189,27.006
Gemma2-9B,gemma2_9b_code_ctx8192_d10_s1,code,8192,7639,10,1,NEBULA-3186,k4_bottom1_k6_v2_rw128,bottom_control,4,2,6,5,128,False,success,"000{Ne mecánica Please,butmostlystandingt4",,,3.09,5.177,27.006
Gemma2-9B,gemma2_9b_code_ctx8192_d10_s1,code,8192,7639,10,1,NEBULA-3186,k4_random1_k6_v2_rw128,random_control,4,2,6,19,128,False,success,0007RenderAtEndOfRenderAtEndOfRenderAtEndOfRenderAtEndOfRenderAtEndOfRenderAtEnd,,,3.093,5.173,27.006
Gemma2-9B,gemma2_9b_code_ctx8192_d10_s1,code,8192,7639,10,1,NEBULA-3186,k4_random1_k6_v2_rw128,random_control,4,2,6,11,128,False,success,0770049aspan{0} (,,,3.08,5.195,27.006
Gemma2-9B,gemma2_9b_code_ctx8192_d10_s1,code,8192,7639,10,1,NEBULA-3186,k4_random1_k6_v2_rw128,random_control,4,2,6,21,128,False,success,000{Ne mecánica 42 (Hint: I,,,3.09,5.179,27.006
Gemma2-9B,gemma2_9b_code_ctx8192_d50_s0,code,8192,7638,50,0,AURORA-7749,k4_top1_k6_v2_rw128,tbgmp_topk,4,2,6,0,128,False,success,``` **020123.0,1.0,,3.084,5.188,27.006
Gemma2-9B,gemma2_9b_code_ctx8192_d50_s0,code,8192,7638,50,0,AURORA-7749,k4_bottom1_k6_v2_rw128,bottom_control,4,2,6,5,128,False,success,``` **020123.,,,3.082,5.191,27.006
Gemma2-9B,gemma2_9b_code_ctx8192_d50_s0,code,8192,7638,50,0,AURORA-7749,k4_random1_k6_v2_rw128,random_control,4,2,6,8,128,False,success,``` **020123.,,,3.08,5.195,27.006
Gemma2-9B,gemma2_9b_code_ctx8192_d50_s0,code,8192,7638,50,0,AURORA-7749,k4_random1_k6_v2_rw128,random_control,4,2,6,14,128,False,success,``` **020170.,,,3.083,5.189,27.006
Gemma2-9B,gemma2_9b_code_ctx8192_d50_s0,code,8192,7638,50,0,AURORA-7749,k4_random1_k6_v2_rw128,random_control,4,2,6,41,128,False,success,``` **020123.,,,3.089,5.179,27.006
Gemma2-9B,gemma2_9b_code_ctx8192_d50_s1,code,8192,7639,50,1,NEBULA-3186,k4_top1_k6_v2_rw128,tbgmp_topk,4,2,6,0,128,False,success,NEB 3137 חיצוניים,1.0,,3.09,5.178,27.006
Gemma2-9B,gemma2_9b_code_ctx8192_d50_s1,code,8192,7639,50,1,NEBULA-3186,k4_bottom1_k6_v2_rw128,bottom_control,4,2,6,5,128,False,success,NEB 31239writeField(),,,3.084,5.188,27.006
Gemma2-9B,gemma2_9b_code_ctx8192_d50_s1,code,8192,7639,50,1,NEBULA-3186,k4_random1_k6_v2_rw128,random_control,4,2,6,9,128,False,success,NEB 31239writeField(),,,3.097,5.166,27.006
Gemma2-9B,gemma2_9b_code_ctx8192_d50_s1,code,8192,7639,50,1,NEBULA-3186,k4_random1_k6_v2_rw128,random_control,4,2,6,11,128,False,success,NEB 31239writeField(),,,3.086,5.184,27.006
Gemma2-9B,gemma2_9b_code_ctx8192_d50_s1,code,8192,7639,50,1,NEBULA-3186,k4_random1_k6_v2_rw128,random_control,4,2,6,34,128,False,success,NEB 3137 ongongong__7,,,3.085,5.186,27.006
Gemma2-9B,gemma2_9b_code_ctx8192_d90_s0,code,8192,7638,90,0,AURORA-7749,k4_top1_k6_v2_rw128,tbgmp_topk,4,2,6,0,128,False,success,At 020000%0 [1,1.0,,3.084,5.188,27.006
Gemma2-9B,gemma2_9b_code_ctx8192_d90_s0,code,8192,7638,90,0,AURORA-7749,k4_bottom1_k6_v2_rw128,bottom_control,4,2,6,5,128,False,success,At 02000000saraba.tzzly',,,3.1,5.161,27.006
Gemma2-9B,gemma2_9b_code_ctx8192_d90_s0,code,8192,7638,90,0,AURORA-7749,k4_random1_k6_v2_rw128,random_control,4,2,6,12,128,False,success,"At 020033__': Context( ""F",,,3.084,5.188,27.006
Gemma2-9B,gemma2_9b_code_ctx8192_d90_s0,code,8192,7638,90,0,AURORA-7749,k4_random1_k6_v2_rw128,random_control,4,2,6,31,128,False,success,At 020033. I't(,,,3.086,5.185,27.006
Gemma2-9B,gemma2_9b_code_ctx8192_d90_s0,code,8192,7638,90,0,AURORA-7749,k4_random1_k6_v2_rw128,random_control,4,2,6,32,128,False,success,At 020033__': ',,,3.084,5.187,27.006
Gemma2-9B,gemma2_9b_code_ctx8192_d90_s1,code,8192,7639,90,1,NEBULA-3186,k4_top1_k6_v2_rw128,tbgmp_topk,4,2,6,0,128,False,success,71WaitGroup. Please change my mind,1.0,,3.088,5.182,27.006
Gemma2-9B,gemma2_9b_code_ctx8192_d90_s1,code,8192,7639,90,1,NEBULA-3186,k4_bottom1_k6_v2_rw128,bottom_control,4,2,6,5,128,False,success,72371 From the beginningAndEndTagAndEndTagAndEndTagAndEndTag,,,3.099,5.164,27.006
Gemma2-9B,gemma2_9b_code_ctx8192_d90_s1,code,8192,7639,90,1,NEBULA-3186,k4_random1_k6_v2_rw128,random_control,4,2,6,5,128,False,success,72371 From the beginningAndEndTagAndEndTagAndEndTagAndEndTag,,,3.086,5.184,27.006
Gemma2-9B,gemma2_9b_code_ctx8192_d90_s1,code,8192,7639,90,1,NEBULA-3186,k4_random1_k6_v2_rw128,random_control,4,2,6,7,128,False,success,71111 : Subject:,,,3.085,5.186,27.006
Gemma2-9B,gemma2_9b_code_ctx8192_d90_s1,code,8192,7639,90,1,NEBULA-3186,k4_random1_k6_v2_rw128,random_control,4,2,6,16,128,False,success,70037's answer fiji-31,,,3.089,5.18,27.006
Gemma2-9B,gemma2_9b_literature_ctx4096_d10_s0,literature,4096,3858,10,0,AURORA-7749,k4_top1_k6_v2_rw128,tbgmp_topk,4,2,6,0,128,False,success,"**Please provide the following information: ""The following is the full",1.0,,1.925,8.313,22.17
Gemma2-9B,gemma2_9b_literature_ctx4096_d10_s0,literature,4096,3858,10,0,AURORA-7749,k4_bottom1_k6_v2_rw128,bottom_control,4,2,6,5,128,False,success,**Please provide the following command to get the other end of the following sen,,,1.926,8.307,22.17
Gemma2-9B,gemma2_9b_literature_ctx4096_d10_s0,literature,4096,3858,10,0,AURORA-7749,k4_random1_k6_v2_rw128,random_control,4,2,6,12,128,False,success,"**Please provide the following command, and then tell me the number of the",,,1.924,8.315,22.17
Gemma2-9B,gemma2_9b_literature_ctx4096_d10_s0,literature,4096,3858,10,0,AURORA-7749,k4_random1_k6_v2_rw128,random_control,4,2,6,19,128,False,success,**Please provide the following command to get the other end of the following sen,,,1.925,8.313,22.17
Gemma2-9B,gemma2_9b_literature_ctx4096_d10_s0,literature,4096,3858,10,0,AURORA-7749,k4_random1_k6_v2_rw128,random_control,4,2,6,5,128,False,success,**Please provide the following command to get the other end of the following sen,,,1.927,8.302,22.17
Gemma2-9B,gemma2_9b_literature_ctx4096_d10_s1,literature,4096,3859,10,1,NEBULA-3186,k4_top1_k6_v2_rw128,tbgmp_topk,4,2,6,0,128,False,success,``` **NOTE: A few more likely to learn more than,1.0,,1.927,8.302,22.17
Gemma2-9B,gemma2_9b_literature_ctx4096_d10_s1,literature,4096,3859,10,1,NEBULA-3186,k4_bottom1_k6_v2_rw128,bottom_control,4,2,6,5,128,False,success,**NOTE: The following sentence is used as a matter of The,,,1.926,8.307,22.17
Gemma2-9B,gemma2_9b_literature_ctx4096_d10_s1,literature,4096,3859,10,1,NEBULA-3186,k4_random1_k6_v2_rw128,random_control,4,2,6,1,128,False,success,``` **NOTE: A few more likely to learn more than 3,,,1.924,8.314,22.17
Gemma2-9B,gemma2_9b_literature_ctx4096_d10_s1,literature,4096,3859,10,1,NEBULA-3186,k4_random1_k6_v2_rw128,random_control,4,2,6,15,128,False,success,``` **NOTE: The following sentence is the following sentence is used as,,,1.926,8.307,22.17
Gemma2-9B,gemma2_9b_literature_ctx4096_d10_s1,literature,4096,3859,10,1,NEBULA-3186,k4_random1_k6_v2_rw128,random_control,4,2,6,25,128,False,success,``` **NOTE: A few vce: # ** NOTE,,,1.926,8.309,22.17
Gemma2-9B,gemma2_9b_literature_ctx4096_d50_s0,literature,4096,3858,50,0,AURORA-7749,k4_top1_k6_v2_rw128,tbgmp_topk,4,2,6,0,128,False,success,"""Aurora"" **The following is the full form of the",1.0,,1.923,8.321,22.17
Gemma2-9B,gemma2_9b_literature_ctx4096_d50_s0,literature,4096,3858,50,0,AURORA-7749,k4_bottom1_k6_v2_rw128,bottom_control,4,2,6,5,128,False,success,"""\""The following is the following sentence (regarding the beginning and the begi",,,1.925,8.31,22.17
Gemma2-9B,gemma2_9b_literature_ctx4096_d50_s0,literature,4096,3858,50,0,AURORA-7749,k4_random1_k6_v2_rw128,random_control,4,2,6,22,128,False,success,"""Aurora"" ``` The following is the full form of the",,,1.927,8.305,22.17
Gemma2-9B,gemma2_9b_literature_ctx4096_d50_s0,literature,4096,3858,50,0,AURORA-7749,k4_random1_k6_v2_rw128,random_control,4,2,6,39,128,False,success,"""The following is the beginning of the VIMCO (very short for",,,1.926,8.308,22.17
Gemma2-9B,gemma2_9b_literature_ctx4096_d50_s0,literature,4096,3858,50,0,AURORA-7749,k4_random1_k6_v2_rw128,random_control,4,2,6,12,128,False,success,"""The following is the beginning of the V-V(V)",,,1.925,8.312,22.17
Gemma2-9B,gemma2_9b_literature_ctx4096_d50_s1,literature,4096,3859,50,1,NEBULA-3186,k4_top1_k6_v2_rw128,tbgmp_topk,4,2,6,0,128,False,success,"The following are the following list of answers, and the following are the follo",1.0,,1.924,8.314,22.17
Gemma2-9B,gemma2_9b_literature_ctx4096_d50_s1,literature,4096,3859,50,1,NEBULA-3186,k4_bottom1_k6_v2_rw128,bottom_control,4,2,6,5,128,False,success,"The following are the following list of answers, and the following are the follo",,,1.927,8.302,22.17
Gemma2-9B,gemma2_9b_literature_ctx4096_d50_s1,literature,4096,3859,50,1,NEBULA-3186,k4_random1_k6_v2_rw128,random_control,4,2,6,0,128,False,success,"The following are the following list of answers, and the following are the follo",,,1.928,8.299,22.17
Gemma2-9B,gemma2_9b_literature_ctx4096_d50_s1,literature,4096,3859,50,1,NEBULA-3186,k4_random1_k6_v2_rw128,random_control,4,2,6,9,128,False,success,"The following are the following list of answers, and why it's a",,,1.924,8.314,22.17
Gemma2-9B,gemma2_9b_literature_ctx4096_d50_s1,literature,4096,3859,50,1,NEBULA-3186,k4_random1_k6_v2_rw128,random_control,4,2,6,22,128,False,success,"The following are the following list of answers, and the following are the follo",,,1.925,8.311,22.17
Gemma2-9B,gemma2_9b_literature_ctx4096_d90_s0,literature,4096,3858,90,0,AURORA-7749,k4_top1_k6_v2_rw128,tbgmp_topk,4,2,6,0,128,False,success,"""Aurora Please note the following sentence as the one you're",1.0,,1.925,8.312,22.17
Gemma2-9B,gemma2_9b_literature_ctx4096_d90_s0,literature,4096,3858,90,0,AURORA-7749,k4_bottom1_k6_v2_rw128,bottom_control,4,2,6,5,128,False,success,"""Aurora "" The full text body (regarding the following",,,1.926,8.307,22.17
Gemma2-9B,gemma2_9b_literature_ctx4096_d90_s0,literature,4096,3858,90,0,AURORA-7749,k4_random1_k6_v2_rw128,random_control,4,2,6,33,128,False,success,"""Aurora "" The full text body (regarding the following",,,1.927,8.305,22.17
Gemma2-9B,gemma2_9b_literature_ctx4096_d90_s0,literature,4096,3858,90,0,AURORA-7749,k4_random1_k6_v2_rw128,random_control,4,2,6,19,128,False,success,"""Aurora "" The full text body (regarding the following",,,1.928,8.297,22.17
