model,case_id,domain,context_length,actual_context_length,depth,seed,answer,policy,policy_type,key_bits,value_bits,protected_key_bits,protected_layers,residual_window,found,status,response_excerpt,topk_k,kv_saving,runtime_s,tok_per_s,peak_gpu_gb
Gemma2-9B,gemma2_9b_math_ctx6144_d10_s0,math,6144,5704,10,0,AURORA-7749,fp16,fp16,16,16,16,,0,True,success,AURORA-7749,,,1.666,9.603,24.529
Gemma2-9B,gemma2_9b_math_ctx6144_d10_s0,math,6144,5704,10,0,AURORA-7749,uniform_k2_v2_rw128,uniform,2,2,2,,128,False,success,0008870appearing U0000-,,,2.559,6.254,24.529
Gemma2-9B,gemma2_9b_math_ctx6144_d10_s0,math,6144,5704,10,0,AURORA-7749,uniform_k4_v2_rw128,uniform,4,2,4,,128,False,success,009999999.07745,,,2.559,6.253,24.529
Gemma2-9B,gemma2_9b_math_ctx6144_d10_s0,math,6144,5704,10,0,AURORA-7749,uniform_k6_v2_rw128,uniform,6,2,6,,128,True,success,'AURORA-7749' Please provide the following and,,,2.56,6.249,24.529
Gemma2-9B,gemma2_9b_math_ctx6144_d10_s0,math,6144,5704,10,0,AURORA-7749,uniform_k6_v4_rw128,uniform,6,4,6,,128,True,success,AURORA-7749,,,2.558,6.254,24.529
Gemma2-9B,gemma2_9b_math_ctx6144_d10_s1,math,6144,5705,10,1,NEBULA-3186,fp16,fp16,16,16,16,,0,True,success,NEBULA-3186,,,1.644,9.735,24.53
Gemma2-9B,gemma2_9b_math_ctx6144_d10_s1,math,6144,5705,10,1,NEBULA-3186,uniform_k2_v2_rw128,uniform,2,2,2,,128,False,success,"49, 002. Are you knowled-0",,,2.561,6.247,24.53
Gemma2-9B,gemma2_9b_math_ctx6144_d10_s1,math,6144,5705,10,1,NEBULA-3186,uniform_k4_v2_rw128,uniform,4,2,4,,128,False,success,>>> 0000007666767,,,2.563,6.244,24.53
Gemma2-9B,gemma2_9b_math_ctx6144_d10_s1,math,6144,5705,10,1,NEBULA-3186,uniform_k6_v2_rw128,uniform,6,2,6,,128,False,success,NEbitField__uxxxxuxxxxuxxxxuxxxxuxxxxuxxxxuxxxxuxxxxuxxxxuxxxxuxxxxuxxxx,,,2.557,6.257,24.53
Gemma2-9B,gemma2_9b_math_ctx6144_d10_s1,math,6144,5705,10,1,NEBULA-3186,uniform_k6_v4_rw128,uniform,6,4,6,,128,True,success,NEBULA-3186,,,2.559,6.254,24.53
Gemma2-9B,gemma2_9b_math_ctx6144_d50_s0,math,6144,5704,50,0,AURORA-7749,fp16,fp16,16,16,16,,0,True,success,AURORA-7749,,,1.633,9.798,24.529
Gemma2-9B,gemma2_9b_math_ctx6144_d50_s0,math,6144,5704,50,0,AURORA-7749,uniform_k2_v2_rw128,uniform,2,2,2,,128,False,success,"F (1: LetinheritDoc, for one fine want",,,2.556,6.261,24.529
Gemma2-9B,gemma2_9b_math_ctx6144_d50_s0,math,6144,5704,50,0,AURORA-7749,uniform_k4_v2_rw128,uniform,4,2,4,,128,False,success,tirst sentence **NOTEFbitFieldbitFieldbitFieldbitFieldbitField,,,2.554,6.265,24.529
Gemma2-9B,gemma2_9b_math_ctx6144_d50_s0,math,6144,5704,50,0,AURORA-7749,uniform_k6_v2_rw128,uniform,6,2,6,,128,False,success,[]: ️️ enderror,,,2.554,6.264,24.529
Gemma2-9B,gemma2_9b_math_ctx6144_d50_s0,math,6144,5704,50,0,AURORA-7749,uniform_k6_v4_rw128,uniform,6,4,6,,128,True,success,AURORA-7749,,,2.552,6.27,24.529
Gemma2-9B,gemma2_9b_math_ctx6144_d50_s1,math,6144,5705,50,1,NEBULA-3186,fp16,fp16,16,16,16,,0,True,success,NEBULA-3186,,,1.634,9.793,24.53
Gemma2-9B,gemma2_9b_math_ctx6144_d50_s1,math,6144,5705,50,1,NEBULA-3186,uniform_k2_v2_rw128,uniform,2,2,2,,128,False,success,007687 to be_blacerealhttphttpshttphttpshttphttps,,,2.557,6.259,24.53
Gemma2-9B,gemma2_9b_math_ctx6144_d50_s1,math,6144,5705,50,1,NEBULA-3186,uniform_k4_v2_rw128,uniform,4,2,4,,128,False,success,"**To the editor: The full text is provided, so you't",,,2.557,6.258,24.53
Gemma2-9B,gemma2_9b_math_ctx6144_d50_s1,math,6144,5705,50,1,NEBULA-3186,uniform_k6_v2_rw128,uniform,6,2,6,,128,True,success,NEBULA-3186 PageRoute(),,,2.571,6.224,24.53
Gemma2-9B,gemma2_9b_math_ctx6144_d50_s1,math,6144,5705,50,1,NEBULA-3186,uniform_k6_v4_rw128,uniform,6,4,6,,128,True,success,NEBULA-3186,,,2.568,6.232,24.53
Gemma2-9B,gemma2_9b_math_ctx6144_d90_s0,math,6144,5704,90,0,AURORA-7749,fp16,fp16,16,16,16,,0,True,success,AURORA-7749,,,1.638,9.767,24.529
Gemma2-9B,gemma2_9b_math_ctx6144_d90_s0,math,6144,5704,90,0,AURORA-7749,uniform_k2_v2_rw128,uniform,2,2,2,,128,False,success,"It is one, there is the 0002062",,,2.565,6.238,24.529
Gemma2-9B,gemma2_9b_math_ctx6144_d90_s0,math,6144,5704,90,0,AURORA-7749,uniform_k4_v2_rw128,uniform,4,2,4,,128,False,success,Please treat ## I't2,,,2.569,6.228,24.529
Gemma2-9B,gemma2_9b_math_ctx6144_d90_s0,math,6144,5704,90,0,AURORA-7749,uniform_k6_v2_rw128,uniform,6,2,6,,128,False,success,Please provide'tbd(handle on the,,,2.567,6.233,24.529
Gemma2-9B,gemma2_9b_math_ctx6144_d90_s0,math,6144,5704,90,0,AURORA-7749,uniform_k6_v4_rw128,uniform,6,4,6,,128,True,success,AURORA-7749,,,2.571,6.224,24.529
Gemma2-9B,gemma2_9b_math_ctx6144_d90_s1,math,6144,5705,90,1,NEBULA-3186,fp16,fp16,16,16,16,,0,True,success,NEBULA-3186,,,1.644,9.731,24.53
Gemma2-9B,gemma2_9b_math_ctx6144_d90_s1,math,6144,5705,90,1,NEBULA-3186,uniform_k2_v2_rw128,uniform,2,2,2,,128,False,success,01616=129994997,,,2.578,6.207,24.53
Gemma2-9B,gemma2_9b_math_ctx6144_d90_s1,math,6144,5705,90,1,NEBULA-3186,uniform_k4_v2_rw128,uniform,4,2,4,,128,False,success,Please provide the full text body to get the answer. Please provide the,,,2.586,6.187,24.53
Gemma2-9B,gemma2_9b_math_ctx6144_d90_s1,math,6144,5705,90,1,NEBULA-3186,uniform_k6_v2_rw128,uniform,6,2,6,,128,False,success,Please provide the full text of the text file to,,,2.584,6.191,24.53
Gemma2-9B,gemma2_9b_math_ctx6144_d90_s1,math,6144,5705,90,1,NEBULA-3186,uniform_k6_v4_rw128,uniform,6,4,6,,128,True,success,NEBULA-3186,,,2.584,6.192,24.53
Gemma2-9B,gemma2_9b_math_ctx8192_d10_s0,math,8192,7916,10,0,AURORA-7749,fp16,fp16,16,16,16,,0,True,success,AURORA-7749,,,2.128,7.519,27.362
Gemma2-9B,gemma2_9b_math_ctx8192_d10_s0,math,8192,7916,10,0,AURORA-7749,uniform_k2_v2_rw128,uniform,2,2,2,,128,False,success,071.0AndroidJUnit. (and and-specific-,,,3.229,4.955,27.362
Gemma2-9B,gemma2_9b_math_ctx8192_d10_s0,math,8192,7916,10,0,AURORA-7749,uniform_k4_v2_rw128,uniform,4,2,4,,128,False,success,'t2000f__123f201,,,3.21,4.984,27.362
Gemma2-9B,gemma2_9b_math_ctx8192_d10_s0,math,8192,7916,10,0,AURORA-7749,uniform_k6_v2_rw128,uniform,6,2,6,,128,False,success,AndroidJUnit ProtoMessage +:++:+ +:++:+,,,3.203,4.995,27.362
Gemma2-9B,gemma2_9b_math_ctx8192_d10_s0,math,8192,7916,10,0,AURORA-7749,uniform_k6_v4_rw128,uniform,6,4,6,,128,True,success,AURORA-7749,,,3.201,4.999,27.362
Gemma2-9B,gemma2_9b_math_ctx8192_d10_s1,math,8192,7917,10,1,NEBULA-3186,fp16,fp16,16,16,16,,0,True,success,NEBULA-3186,,,2.118,7.554,27.363
Gemma2-9B,gemma2_9b_math_ctx8192_d10_s1,math,8192,7917,10,1,NEBULA-3186,uniform_k2_v2_rw128,uniform,2,2,2,,128,False,success,tree:7'keypress *and- 39,,,3.205,4.992,27.363
Gemma2-9B,gemma2_9b_math_ctx8192_d10_s1,math,8192,7917,10,1,NEBULA-3186,uniform_k4_v2_rw128,uniform,4,2,4,,128,False,success,000007 binfod(tfother,,,3.207,4.989,27.363
Gemma2-9B,gemma2_9b_math_ctx8192_d10_s1,math,8192,7917,10,1,NEBULA-3186,uniform_k6_v2_rw128,uniform,6,2,6,,128,False,success,``` ``` Please provide the full text body with the full text body,,,3.203,4.995,27.363
Gemma2-9B,gemma2_9b_math_ctx8192_d10_s1,math,8192,7917,10,1,NEBULA-3186,uniform_k6_v4_rw128,uniform,6,4,6,,128,True,success,NEBULA-3186,,,3.205,4.993,27.363
Gemma2-9B,gemma2_9b_math_ctx8192_d50_s0,math,8192,7916,50,0,AURORA-7749,fp16,fp16,16,16,16,,0,True,success,AURORA-7749,,,2.118,7.556,27.362
Gemma2-9B,gemma2_9b_math_ctx8192_d50_s0,math,8192,7916,50,0,AURORA-7749,uniform_k2_v2_rw128,uniform,2,2,2,,128,False,success,"67D JpaRepository on the one-ending, and,===7",,,3.205,4.992,27.362
Gemma2-9B,gemma2_9b_math_ctx8192_d50_s0,math,8192,7916,50,0,AURORA-7749,uniform_k4_v2_rw128,uniform,4,2,4,,128,False,success,Answer: '0000020020,,,3.205,4.992,27.362
Gemma2-9B,gemma2_9b_math_ctx8192_d50_s0,math,8192,7916,50,0,AURORA-7749,uniform_k6_v2_rw128,uniform,6,2,6,,128,False,success,Aurora-7749 [00000,,,3.207,4.989,27.362
Gemma2-9B,gemma2_9b_math_ctx8192_d50_s0,math,8192,7916,50,0,AURORA-7749,uniform_k6_v4_rw128,uniform,6,4,6,,128,True,success,AURORA-7749,,,3.208,4.987,27.362
Gemma2-9B,gemma2_9b_math_ctx8192_d50_s1,math,8192,7917,50,1,NEBULA-3186,fp16,fp16,16,16,16,,0,True,success,NEBULA-3186,,,2.122,7.54,27.363
Gemma2-9B,gemma2_9b_math_ctx8192_d50_s1,math,8192,7917,50,1,NEBULA-3186,uniform_k2_v2_rw128,uniform,2,2,2,,128,False,success,"a: **? by, and **",,,3.21,4.984,27.363
Gemma2-9B,gemma2_9b_math_ctx8192_d50_s1,math,8192,7917,50,1,NEBULA-3186,uniform_k4_v2_rw128,uniform,4,2,4,,128,False,success,">>> ``` The full text provides a lot of information, but you",,,3.207,4.989,27.363
Gemma2-9B,gemma2_9b_math_ctx8192_d50_s1,math,8192,7917,50,1,NEBULA-3186,uniform_k6_v2_rw128,uniform,6,2,6,,128,False,success,NEbitField ## **Please provide the full text of,,,3.21,4.985,27.363
Gemma2-9B,gemma2_9b_math_ctx8192_d50_s1,math,8192,7917,50,1,NEBULA-3186,uniform_k6_v4_rw128,uniform,6,4,6,,128,True,success,NEBULA-3186,,,3.208,4.988,27.363
Gemma2-9B,gemma2_9b_math_ctx8192_d90_s0,math,8192,7916,90,0,AURORA-7749,fp16,fp16,16,16,16,,0,True,success,AURORA-7749,,,2.121,7.545,27.362
Gemma2-9B,gemma2_9b_math_ctx8192_d90_s0,math,8192,7916,90,0,AURORA-7749,uniform_k2_v2_rw128,uniform,2,2,2,,128,False,success,"733 Sentence: **, no 0299,",,,3.208,4.988,27.362
Gemma2-9B,gemma2_9b_math_ctx8192_d90_s0,math,8192,7916,90,0,AURORA-7749,uniform_k4_v2_rw128,uniform,4,2,4,,128,False,success,``` %Jhoncuxxxxuxxxxuxxxxuxxxxuxxxxuxxxxuxxxxuxxxxuxxxx,,,3.205,4.993,27.362
Gemma2-9B,gemma2_9b_math_ctx8192_d90_s0,math,8192,7916,90,0,AURORA-7749,uniform_k6_v2_rw128,uniform,6,2,6,,128,False,success,'s end-of-,,,3.206,4.991,27.362
Gemma2-9B,gemma2_9b_math_ctx8192_d90_s0,math,8192,7916,90,0,AURORA-7749,uniform_k6_v4_rw128,uniform,6,4,6,,128,True,success,AURORA-7749,,,3.208,4.987,27.362
Gemma2-9B,gemma2_9b_math_ctx8192_d90_s1,math,8192,7917,90,1,NEBULA-3186,fp16,fp16,16,16,16,,0,True,success,NEBULA-3186,,,2.122,7.539,27.363
Gemma2-9B,gemma2_9b_math_ctx8192_d90_s1,math,8192,7917,90,1,NEBULA-3186,uniform_k2_v2_rw128,uniform,2,2,2,,128,False,success,"(0 061499: ""078,",,,3.211,4.983,27.363
Gemma2-9B,gemma2_9b_math_ctx8192_d90_s1,math,8192,7917,90,1,NEBULA-3186,uniform_k4_v2_rw128,uniform,4,2,4,,128,True,success,'NEBULA-3186 [00,,,3.206,4.991,27.363
Gemma2-9B,gemma2_9b_math_ctx8192_d90_s1,math,8192,7917,90,1,NEBULA-3186,uniform_k6_v2_rw128,uniform,6,2,6,,128,True,success,NEBULA-3186,,,3.212,4.981,27.363
Gemma2-9B,gemma2_9b_math_ctx8192_d90_s1,math,8192,7917,90,1,NEBULA-3186,uniform_k6_v4_rw128,uniform,6,4,6,,128,True,success,NEBULA-3186,,,3.205,4.992,27.363
Gemma2-9B,gemma2_9b_literature_ctx4096_d10_s0,literature,4096,3858,10,0,AURORA-7749,fp16,fp16,16,16,16,,0,True,success,AURORA-7749,,,1.198,13.357,22.164
Gemma2-9B,gemma2_9b_literature_ctx4096_d10_s0,literature,4096,3858,10,0,AURORA-7749,uniform_k2_v2_rw128,uniform,2,2,2,,128,False,success,Context (one (// _per.,,,1.95,8.207,22.164
Gemma2-9B,gemma2_9b_literature_ctx4096_d10_s0,literature,4096,3858,10,0,AURORA-7749,uniform_k4_v2_rw128,uniform,4,2,4,,128,False,success,"**Please provide the following command, and then tell me the number of the",,,1.949,8.21,22.164
Gemma2-9B,gemma2_9b_literature_ctx4096_d10_s0,literature,4096,3858,10,0,AURORA-7749,uniform_k6_v2_rw128,uniform,6,2,6,,128,False,success,"Keras-10, **"" (e.c",,,1.948,8.212,22.164
Gemma2-9B,gemma2_9b_literature_ctx4096_d10_s0,literature,4096,3858,10,0,AURORA-7749,uniform_k6_v4_rw128,uniform,6,4,6,,128,True,success,AURORA-7749,,,1.948,8.216,22.164
Gemma2-9B,gemma2_9b_literature_ctx4096_d10_s1,literature,4096,3859,10,1,NEBULA-3186,fp16,fp16,16,16,16,,0,True,success,NEBULA-3186,,,1.196,13.382,22.165
Gemma2-9B,gemma2_9b_literature_ctx4096_d10_s1,literature,4096,3859,10,1,NEBULA-3186,uniform_k2_v2_rw128,uniform,2,2,2,,128,False,success,assert epoch. something like: ** *4:,,,1.948,8.214,22.165
Gemma2-9B,gemma2_9b_literature_ctx4096_d10_s1,literature,4096,3859,10,1,NEBULA-3186,uniform_k4_v2_rw128,uniform,4,2,4,,128,False,success,``` **NOTE: A few more likely to learn more than 3,,,1.95,8.207,22.165
Gemma2-9B,gemma2_9b_literature_ctx4096_d10_s1,literature,4096,3859,10,1,NEBULA-3186,uniform_k6_v2_rw128,uniform,6,2,6,,128,False,success,``` **Please provide the following query to get the following answers from a,,,1.948,8.216,22.165
Gemma2-9B,gemma2_9b_literature_ctx4096_d10_s1,literature,4096,3859,10,1,NEBULA-3186,uniform_k6_v4_rw128,uniform,6,4,6,,128,True,success,NEBULA-3186,,,1.948,8.213,22.165
Gemma2-9B,gemma2_9b_literature_ctx4096_d50_s0,literature,4096,3858,50,0,AURORA-7749,fp16,fp16,16,16,16,,0,True,success,AURORA-7749,,,1.194,13.395,22.164
Gemma2-9B,gemma2_9b_literature_ctx4096_d50_s0,literature,4096,3858,50,0,AURORA-7749,uniform_k2_v2_rw128,uniform,2,2,2,,128,False,success,"context. ""a maximum:bot. consider sentence, for the",,,1.952,8.197,22.164
Gemma2-9B,gemma2_9b_literature_ctx4096_d50_s0,literature,4096,3858,50,0,AURORA-7749,uniform_k4_v2_rw128,uniform,4,2,4,,128,False,success,"""The following is the beginning of the VIMCO (very short for",,,1.95,8.206,22.164
Gemma2-9B,gemma2_9b_literature_ctx4096_d50_s0,literature,4096,3858,50,0,AURORA-7749,uniform_k6_v2_rw128,uniform,6,2,6,,128,False,success,``` That is a ``` The following is the full context,,,1.95,8.206,22.164
Gemma2-9B,gemma2_9b_literature_ctx4096_d50_s0,literature,4096,3858,50,0,AURORA-7749,uniform_k6_v4_rw128,uniform,6,4,6,,128,True,success,AURORA-7749,,,1.95,8.205,22.164
Gemma2-9B,gemma2_9b_literature_ctx4096_d50_s1,literature,4096,3859,50,1,NEBULA-3186,fp16,fp16,16,16,16,,0,True,success,NEBULA-3186,,,1.197,13.371,22.165
Gemma2-9B,gemma2_9b_literature_ctx4096_d50_s1,literature,4096,3859,50,1,NEBULA-3186,uniform_k2_v2_rw128,uniform,2,2,2,,128,False,success,"stdlib (for lit-and% (IT by """,,,1.954,8.186,22.165
Gemma2-9B,gemma2_9b_literature_ctx4096_d50_s1,literature,4096,3859,50,1,NEBULA-3186,uniform_k4_v2_rw128,uniform,4,2,4,,128,False,success,"The following are the following list of answers, and the following are the follo",,,1.953,8.195,22.165
Gemma2-9B,gemma2_9b_literature_ctx4096_d50_s1,literature,4096,3859,50,1,NEBULA-3186,uniform_k6_v2_rw128,uniform,6,2,6,,128,False,success,That is all the following are the full text of a text about a few,,,1.952,8.197,22.165
Gemma2-9B,gemma2_9b_literature_ctx4096_d50_s1,literature,4096,3859,50,1,NEBULA-3186,uniform_k6_v4_rw128,uniform,6,4,6,,128,True,success,NEBULA-3186,,,1.952,8.198,22.165
Gemma2-9B,gemma2_9b_literature_ctx4096_d90_s0,literature,4096,3858,90,0,AURORA-7749,fp16,fp16,16,16,16,,0,True,success,AURORA-7749,,,1.204,13.294,22.164
Gemma2-9B,gemma2_9b_literature_ctx4096_d90_s0,literature,4096,3858,90,0,AURORA-7749,uniform_k2_v2_rw128,uniform,2,2,2,,128,False,success,""" ( author: * (a, it'PBL",,,1.952,8.196,22.164
Gemma2-9B,gemma2_9b_literature_ctx4096_d90_s0,literature,4096,3858,90,0,AURORA-7749,uniform_k4_v2_rw128,uniform,4,2,4,,128,False,success,"""Aurora "" The full text body (regarding the following",,,1.956,8.18,22.164
Gemma2-9B,gemma2_9b_literature_ctx4096_d90_s0,literature,4096,3858,90,0,AURORA-7749,uniform_k6_v2_rw128,uniform,6,2,6,,128,False,success,"""The full text provided is not sure, but you'Q You",,,1.954,8.187,22.164
Gemma2-9B,gemma2_9b_literature_ctx4096_d90_s0,literature,4096,3858,90,0,AURORA-7749,uniform_k6_v4_rw128,uniform,6,4,6,,128,True,success,AURORA-7749,,,1.955,8.185,22.164
Gemma2-9B,gemma2_9b_literature_ctx4096_d90_s1,literature,4096,3859,90,1,NEBULA-3186,fp16,fp16,16,16,16,,0,True,success,NEBULA-3186,,,1.2,13.335,22.165
Gemma2-9B,gemma2_9b_literature_ctx4096_d90_s1,literature,4096,3859,90,1,NEBULA-3186,uniform_k2_v2_rw128,uniform,2,2,2,,128,False,success,", from the \ The (l Context",,,1.957,8.177,22.165
Gemma2-9B,gemma2_9b_literature_ctx4096_d90_s1,literature,4096,3859,90,1,NEBULA-3186,uniform_k4_v2_rw128,uniform,4,2,4,,128,False,success,"""NEBULA-56 (Regarding, That's",,,1.955,8.185,22.165
Gemma2-9B,gemma2_9b_literature_ctx4096_d90_s1,literature,4096,3859,90,1,NEBULA-3186,uniform_k6_v2_rw128,uniform,6,2,6,,128,False,success,"""The full text is the following: '\""You can''",,,1.957,8.177,22.165
Gemma2-9B,gemma2_9b_literature_ctx4096_d90_s1,literature,4096,3859,90,1,NEBULA-3186,uniform_k6_v4_rw128,uniform,6,4,6,,128,True,success,NEBULA-3186,,,1.954,8.187,22.165
Gemma2-9B,gemma2_9b_literature_ctx6144_d10_s0,literature,6144,5748,10,0,AURORA-7749,fp16,fp16,16,16,16,,0,True,success,AURORA-7749,,,1.646,9.722,24.584
Gemma2-9B,gemma2_9b_literature_ctx6144_d10_s0,literature,6144,5748,10,0,AURORA-7749,uniform_k2_v2_rw128,uniform,2,2,2,,128,False,success,ful: few-00014 f__': __( ```,,,2.574,6.216,24.584
Gemma2-9B,gemma2_9b_literature_ctx6144_d10_s0,literature,6144,5748,10,0,AURORA-7749,uniform_k4_v2_rw128,uniform,4,2,4,,128,False,success,'20000777677777,,,2.573,6.218,24.584
Gemma2-9B,gemma2_9b_literature_ctx6144_d10_s0,literature,6144,5748,10,0,AURORA-7749,uniform_k6_v2_rw128,uniform,6,2,6,,128,False,success,"'\""D C(T_at_asf 77bitField",,,2.573,6.217,24.584
Gemma2-9B,gemma2_9b_literature_ctx6144_d10_s0,literature,6144,5748,10,0,AURORA-7749,uniform_k6_v4_rw128,uniform,6,4,6,,128,True,success,AURORA-7749,,,2.57,6.227,24.584
Gemma2-9B,gemma2_9b_literature_ctx6144_d10_s1,literature,6144,5749,10,1,NEBULA-3186,fp16,fp16,16,16,16,,0,True,success,NEBULA-3186,,,1.647,9.713,24.585
Gemma2-9B,gemma2_9b_literature_ctx6144_d10_s1,literature,6144,5749,10,1,NEBULA-3186,uniform_k2_v2_rw128,uniform,2,2,2,,128,False,success,"Here, k 0120095mph.00",,,2.571,6.222,24.585
