model,case_id,domain,context_length,actual_context_length,depth,seed,answer,policy,policy_type,key_bits,value_bits,protected_key_bits,protected_layers,residual_window,found,status,response_excerpt,topk_k,kv_saving,runtime_s,tok_per_s,peak_gpu_gb
Qwen3-4B,code_ctx4096_d50_s0,code,4096,4064,50,0,AURORA-7749,T-BGMP Top3,tbgmp,2,2,6,"[0, 8, 1]",128,True,completed,AURORA-7749,3,82.4742,2.622,3.4325,4.7717
Qwen3-4B,code_ctx4096_d50_s0,code,4096,4064,50,0,AURORA-7749,T-BGMP Top4,tbgmp,2,2,6,"[0, 8, 1, 5]",128,True,completed,AURORA-7749,4,81.9697,2.8633,3.1433,4.7746
Qwen3-4B,code_ctx4096_d50_s0,code,4096,4064,50,0,AURORA-7749,T-BGMP Top5,tbgmp,2,2,6,"[0, 8, 1, 5, 4]",128,True,completed,AURORA-7749,5,81.4653,3.1036,2.8999,4.7775
Qwen3-4B,code_ctx4096_d50_s0,code,4096,4064,50,0,AURORA-7749,T-BGMP Top6,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6]",128,True,completed,AURORA-7749,6,80.9609,3.3452,2.6905,4.7805
Qwen3-4B,code_ctx4096_d50_s0,code,4096,4064,50,0,AURORA-7749,T-BGMP Top7,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10]",128,True,completed,AURORA-7749,7,80.4564,3.5862,2.5096,4.8177
Qwen3-4B,code_ctx4096_d50_s0,code,4096,4064,50,0,AURORA-7749,T-BGMP Top8,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10, 35]",128,True,completed,AURORA-7749,8,79.952,3.8448,2.3408,5.2619
Qwen3-4B,code_ctx4096_d50_s0,code,4096,4064,50,0,AURORA-7749,T-BGMP Top9,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10, 35, 11]",128,True,completed,AURORA-7749,9,79.4476,4.0694,2.2116,5.2649
Qwen3-4B,code_ctx4096_d50_s0,code,4096,4064,50,0,AURORA-7749,T-BGMP Top10,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10, 35, 11, 12]",128,True,completed,AURORA-7749,10,78.9432,4.3155,2.0855,5.2678
Qwen3-4B,code_ctx4096_d50_s0,code,4096,4064,50,0,AURORA-7749,T-BGMP Top11,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10, 35, 11, 12, 2]",128,True,completed,AURORA-7749,11,78.4387,4.5499,1.9781,5.27
Qwen3-4B,code_ctx4096_d50_s0,code,4096,4064,50,0,AURORA-7749,T-BGMP Top12,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10, 35, 11, 12, 2, 14]",128,False,completed,AURORA-774,12,77.9343,4.6159,1.7331,5.273
Qwen3-4B,code_ctx4096_d50_s1,code,4096,4064,50,1,NEBULA-3186,T-BGMP Top1,tbgmp,2,2,6,[0],128,True,completed,NEBULA-3186,1,83.483,2.1416,4.2025,4.6041
Qwen3-4B,code_ctx4096_d50_s1,code,4096,4064,50,1,NEBULA-3186,T-BGMP Top2,tbgmp,2,2,6,"[0, 8]",128,True,completed,NEBULA-3186,2,82.9786,2.3996,3.7507,4.7681
Qwen3-4B,code_ctx4096_d50_s1,code,4096,4064,50,1,NEBULA-3186,T-BGMP Top3,tbgmp,2,2,6,"[0, 8, 1]",128,True,completed,NEBULA-3186,3,82.4742,2.6308,3.4211,4.7717
Qwen3-4B,code_ctx4096_d50_s1,code,4096,4064,50,1,NEBULA-3186,T-BGMP Top4,tbgmp,2,2,6,"[0, 8, 1, 5]",128,True,completed,NEBULA-3186,4,81.9697,2.8712,3.1346,4.7746
Qwen3-4B,code_ctx4096_d50_s1,code,4096,4064,50,1,NEBULA-3186,T-BGMP Top5,tbgmp,2,2,6,"[0, 8, 1, 5, 4]",128,True,completed,NEBULA-3186,5,81.4653,3.1072,2.8965,4.7775
Qwen3-4B,code_ctx4096_d50_s1,code,4096,4064,50,1,NEBULA-3186,T-BGMP Top6,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6]",128,True,completed,NEBULA-3186,6,80.9609,3.4325,2.622,4.7805
Qwen3-4B,code_ctx4096_d50_s1,code,4096,4064,50,1,NEBULA-3186,T-BGMP Top7,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10]",128,True,completed,NEBULA-3186,7,80.4564,3.5908,2.5064,4.8177
Qwen3-4B,code_ctx4096_d50_s1,code,4096,4064,50,1,NEBULA-3186,T-BGMP Top8,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10, 35]",128,True,completed,NEBULA-3186,8,79.952,3.845,2.3407,5.2619
Qwen3-4B,code_ctx4096_d50_s1,code,4096,4064,50,1,NEBULA-3186,T-BGMP Top9,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10, 35, 11]",128,True,completed,NEBULA-3186,9,79.4476,4.0695,2.2116,5.2649
Qwen3-4B,code_ctx4096_d50_s1,code,4096,4064,50,1,NEBULA-3186,T-BGMP Top10,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10, 35, 11, 12]",128,True,completed,NEBULA-3186,10,78.9432,4.3193,2.0837,5.2678
Qwen3-4B,code_ctx4096_d50_s1,code,4096,4064,50,1,NEBULA-3186,T-BGMP Top11,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10, 35, 11, 12, 2]",128,True,completed,NEBULA-3186,11,78.4387,4.5496,1.9782,5.27
Qwen3-4B,code_ctx4096_d50_s1,code,4096,4064,50,1,NEBULA-3186,T-BGMP Top12,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10, 35, 11, 12, 2, 14]",128,True,completed,NEBULA-3186,12,77.9343,4.7965,1.8764,5.273
Qwen3-4B,code_ctx4096_d90_s0,code,4096,4063,90,0,AURORA-7749,T-BGMP Top1,tbgmp,4,2,6,[0],128,True,completed,AURORA-7749,1,77.5974,4.4584,2.0187,4.6041
Qwen3-4B,code_ctx4096_d90_s0,code,4096,4063,90,0,AURORA-7749,T-BGMP Top2,tbgmp,4,2,6,"[0, 8]",128,True,completed,AURORA-7749,2,77.2611,4.6512,1.935,4.7747
Qwen3-4B,code_ctx4096_d90_s0,code,4096,4063,90,0,AURORA-7749,T-BGMP Top3,tbgmp,4,2,6,"[0, 8, 1]",128,True,completed,AURORA-7749,3,76.9248,4.8154,1.869,4.776
Qwen3-4B,code_ctx4096_d90_s0,code,4096,4063,90,0,AURORA-7749,T-BGMP Top4,tbgmp,4,2,6,"[0, 8, 1, 5]",128,True,completed,AURORA-7749,4,76.5885,4.9975,1.8009,4.7778
Qwen3-4B,code_ctx4096_d90_s0,code,4096,4063,90,0,AURORA-7749,T-BGMP Top5,tbgmp,4,2,6,"[0, 8, 1, 5, 4]",128,True,completed,AURORA-7749,5,76.2523,5.1543,1.7461,4.78
Qwen3-4B,code_ctx4096_d90_s0,code,4096,4063,90,0,AURORA-7749,T-BGMP Top6,tbgmp,4,2,6,"[0, 8, 1, 5, 4, 6]",128,True,completed,AURORA-7749,6,75.916,5.3483,1.6828,4.7825
Qwen3-4B,code_ctx4096_d90_s0,code,4096,4063,90,0,AURORA-7749,T-BGMP Top7,tbgmp,4,2,6,"[0, 8, 1, 5, 4, 6, 10]",128,True,completed,AURORA-7749,7,75.5797,5.5151,1.6319,4.8221
Qwen3-4B,code_ctx4096_d90_s0,code,4096,4063,90,0,AURORA-7749,T-BGMP Top8,tbgmp,4,2,6,"[0, 8, 1, 5, 4, 6, 10, 35]",128,True,completed,AURORA-7749,8,75.2434,5.717,1.5743,5.2907
Qwen3-4B,code_ctx4096_d90_s0,code,4096,4063,90,0,AURORA-7749,T-BGMP Top9,tbgmp,4,2,6,"[0, 8, 1, 5, 4, 6, 10, 35, 11]",128,True,completed,AURORA-7749,9,74.9071,5.875,1.5319,5.2917
Qwen3-4B,code_ctx4096_d90_s0,code,4096,4063,90,0,AURORA-7749,T-BGMP Top10,tbgmp,4,2,6,"[0, 8, 1, 5, 4, 6, 10, 35, 11, 12]",128,True,completed,AURORA-7749,10,74.5708,6.0523,1.487,5.2938
Qwen3-4B,code_ctx4096_d90_s0,code,4096,4063,90,0,AURORA-7749,T-BGMP Top11,tbgmp,4,2,6,"[0, 8, 1, 5, 4, 6, 10, 35, 11, 12, 2]",128,True,completed,AURORA-7749,11,74.2346,6.2127,1.4486,5.2951
Qwen3-4B,code_ctx4096_d90_s0,code,4096,4063,90,0,AURORA-7749,T-BGMP Top12,tbgmp,4,2,6,"[0, 8, 1, 5, 4, 6, 10, 35, 11, 12, 2, 14]",128,True,completed,AURORA-7749,12,73.8983,6.3924,1.4079,5.2979
Qwen3-4B,code_ctx4096_d90_s1,code,4096,4062,90,1,NEBULA-3186,T-BGMP Top1,tbgmp,2,2,6,[0],128,True,completed,NEBULA-3186,1,83.4817,2.1426,4.2006,4.6041
Qwen3-4B,code_ctx4096_d90_s1,code,4096,4062,90,1,NEBULA-3186,T-BGMP Top2,tbgmp,2,2,6,"[0, 8]",128,True,completed,NEBULA-3186,2,82.9773,2.3852,3.7732,4.767
Qwen3-4B,code_ctx4096_d90_s1,code,4096,4062,90,1,NEBULA-3186,T-BGMP Top3,tbgmp,2,2,6,"[0, 8, 1]",128,True,completed,NEBULA-3186,3,82.4728,2.633,3.4182,4.7706
Qwen3-4B,code_ctx4096_d90_s1,code,4096,4062,90,1,NEBULA-3186,T-BGMP Top4,tbgmp,2,2,6,"[0, 8, 1, 5]",128,True,completed,NEBULA-3186,4,81.9684,2.8674,3.1388,4.7735
Qwen3-4B,code_ctx4096_d90_s1,code,4096,4062,90,1,NEBULA-3186,T-BGMP Top5,tbgmp,2,2,6,"[0, 8, 1, 5, 4]",128,True,completed,NEBULA-3186,5,81.464,3.12,2.8846,4.7765
Qwen3-4B,code_ctx4096_d90_s1,code,4096,4062,90,1,NEBULA-3186,T-BGMP Top6,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6]",128,True,completed,NEBULA-3186,6,80.9596,3.354,2.6833,4.7794
Qwen3-4B,code_ctx4096_d90_s1,code,4096,4062,90,1,NEBULA-3186,T-BGMP Top7,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10]",128,True,completed,NEBULA-3186,7,80.4552,3.5978,2.5016,4.8166
Qwen3-4B,code_ctx4096_d90_s1,code,4096,4062,90,1,NEBULA-3186,T-BGMP Top8,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10, 35]",128,True,completed,NEBULA-3186,8,79.9507,3.8345,2.3471,5.2607
Qwen3-4B,code_ctx4096_d90_s1,code,4096,4062,90,1,NEBULA-3186,T-BGMP Top9,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10, 35, 11]",128,True,completed,NEBULA-3186,9,79.4463,4.1011,2.1945,5.2636
Qwen3-4B,code_ctx4096_d90_s1,code,4096,4062,90,1,NEBULA-3186,T-BGMP Top10,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10, 35, 11, 12]",128,True,completed,NEBULA-3186,10,78.9419,4.3231,2.0818,5.2665
Qwen3-4B,code_ctx4096_d90_s1,code,4096,4062,90,1,NEBULA-3186,T-BGMP Top11,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10, 35, 11, 12, 2]",128,True,completed,NEBULA-3186,11,78.4375,4.5651,1.9715,5.2688
Qwen3-4B,code_ctx4096_d90_s1,code,4096,4062,90,1,NEBULA-3186,T-BGMP Top12,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10, 35, 11, 12, 2, 14]",128,True,completed,NEBULA-3186,12,77.9331,4.7952,1.8769,5.2717
Qwen3-4B,code_ctx6144_d10_s0,code,6144,6112,10,0,AURORA-7749,T-BGMP Top1,tbgmp,2,2,6,[0],128,True,completed,AURORA-7749,1,84.3927,2.383,3.7768,5.6934
Qwen3-4B,code_ctx6144_d10_s0,code,6144,6112,10,0,AURORA-7749,T-BGMP Top2,tbgmp,2,2,6,"[0, 8]",128,True,completed,AURORA-7749,2,83.8828,2.6245,3.4292,5.9414
Qwen3-4B,code_ctx6144_d10_s0,code,6144,6112,10,0,AURORA-7749,T-BGMP Top3,tbgmp,2,2,6,"[0, 8, 1]",128,True,completed,AURORA-7749,3,83.3729,2.8766,3.1287,5.9444
Qwen3-4B,code_ctx6144_d10_s0,code,6144,6112,10,0,AURORA-7749,T-BGMP Top4,tbgmp,2,2,6,"[0, 8, 1, 5]",128,True,completed,AURORA-7749,4,82.8629,3.1051,2.8985,5.9488
Qwen3-4B,code_ctx6144_d10_s0,code,6144,6112,10,0,AURORA-7749,T-BGMP Top5,tbgmp,2,2,6,"[0, 8, 1, 5, 4]",128,True,completed,AURORA-7749,5,82.353,3.3518,2.6851,5.9531
Qwen3-4B,code_ctx6144_d10_s0,code,6144,6112,10,0,AURORA-7749,T-BGMP Top6,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6]",128,True,completed,AURORA-7749,6,81.8431,3.5885,2.508,5.9575
Qwen3-4B,code_ctx6144_d10_s0,code,6144,6112,10,0,AURORA-7749,T-BGMP Top7,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10]",128,True,completed,AURORA-7749,7,81.3332,3.8362,2.3461,6.0157
Qwen3-4B,code_ctx6144_d10_s0,code,6144,6112,10,0,AURORA-7749,T-BGMP Top8,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10, 35]",128,True,completed,AURORA-7749,8,80.8232,4.072,2.2102,6.6859
Qwen3-4B,code_ctx6144_d10_s0,code,6144,6112,10,0,AURORA-7749,T-BGMP Top9,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10, 35, 11]",128,True,completed,AURORA-7749,9,80.3133,4.3394,2.074,6.6892
Qwen3-4B,code_ctx6144_d10_s0,code,6144,6112,10,0,AURORA-7749,T-BGMP Top10,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10, 35, 11, 12]",128,True,completed,AURORA-7749,10,79.8034,4.5722,1.9684,6.6939
Qwen3-4B,code_ctx6144_d10_s0,code,6144,6112,10,0,AURORA-7749,T-BGMP Top11,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10, 35, 11, 12, 2]",128,True,completed,AURORA-7749,11,79.2935,4.8256,1.865,6.7006
Qwen3-4B,code_ctx6144_d10_s0,code,6144,6112,10,0,AURORA-7749,T-BGMP Top12,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10, 35, 11, 12, 2, 14]",128,True,completed,AURORA-7749,12,78.7835,5.0522,1.7814,6.7056
Qwen3-4B,code_ctx6144_d10_s1,code,6144,6112,10,1,NEBULA-3186,T-BGMP Top1,tbgmp,2,2,6,[0],128,True,completed,NEBULA-3186,1,84.3927,2.3755,3.7887,5.6934
Qwen3-4B,code_ctx6144_d10_s1,code,6144,6112,10,1,NEBULA-3186,T-BGMP Top2,tbgmp,2,2,6,"[0, 8]",128,True,completed,NEBULA-3186,2,83.8828,2.6182,3.4375,5.9414
Qwen3-4B,code_ctx6144_d10_s1,code,6144,6112,10,1,NEBULA-3186,T-BGMP Top3,tbgmp,2,2,6,"[0, 8, 1]",128,True,completed,NEBULA-3186,3,83.3729,2.8615,3.1452,5.9444
Qwen3-4B,code_ctx6144_d10_s1,code,6144,6112,10,1,NEBULA-3186,T-BGMP Top4,tbgmp,2,2,6,"[0, 8, 1, 5]",128,True,completed,NEBULA-3186,4,82.8629,3.1041,2.8994,5.9488
Qwen3-4B,code_ctx6144_d10_s1,code,6144,6112,10,1,NEBULA-3186,T-BGMP Top5,tbgmp,2,2,6,"[0, 8, 1, 5, 4]",128,True,completed,NEBULA-3186,5,82.353,3.3583,2.6799,5.9531
Qwen3-4B,code_ctx6144_d10_s1,code,6144,6112,10,1,NEBULA-3186,T-BGMP Top6,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6]",128,True,completed,NEBULA-3186,6,81.8431,3.5863,2.5095,5.9575
Qwen3-4B,code_ctx6144_d10_s1,code,6144,6112,10,1,NEBULA-3186,T-BGMP Top7,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10]",128,True,completed,NEBULA-3186,7,81.3332,3.8454,2.3405,6.0157
Qwen3-4B,code_ctx6144_d10_s1,code,6144,6112,10,1,NEBULA-3186,T-BGMP Top8,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10, 35]",128,True,completed,NEBULA-3186,8,80.8232,4.0902,2.2004,6.6859
Qwen3-4B,code_ctx6144_d10_s1,code,6144,6112,10,1,NEBULA-3186,T-BGMP Top9,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10, 35, 11]",128,True,completed,NEBULA-3186,9,80.3133,4.3387,2.0744,6.6892
Qwen3-4B,code_ctx6144_d10_s1,code,6144,6112,10,1,NEBULA-3186,T-BGMP Top10,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10, 35, 11, 12]",128,True,completed,NEBULA-3186,10,79.8034,4.5735,1.9679,6.6939
Qwen3-4B,code_ctx6144_d10_s1,code,6144,6112,10,1,NEBULA-3186,T-BGMP Top11,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10, 35, 11, 12, 2]",128,True,completed,NEBULA-3186,11,79.2935,4.8297,1.8635,6.7006
Qwen3-4B,code_ctx6144_d10_s1,code,6144,6112,10,1,NEBULA-3186,T-BGMP Top12,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10, 35, 11, 12, 2, 14]",128,True,completed,NEBULA-3186,12,78.7835,5.0583,1.7792,6.7056
Qwen3-4B,code_ctx6144_d50_s0,code,6144,6112,50,0,AURORA-7749,T-BGMP Top1,tbgmp,2,2,6,[0],128,True,completed,AURORA-7749,1,84.3927,2.3776,3.7853,5.6934
Qwen3-4B,code_ctx6144_d50_s0,code,6144,6112,50,0,AURORA-7749,T-BGMP Top2,tbgmp,2,2,6,"[0, 8]",128,True,completed,AURORA-7749,2,83.8828,2.6203,3.4347,5.9414
Qwen3-4B,code_ctx6144_d50_s0,code,6144,6112,50,0,AURORA-7749,T-BGMP Top3,tbgmp,2,2,6,"[0, 8, 1]",128,True,completed,AURORA-7749,3,83.3729,2.8777,3.1274,5.9444
Qwen3-4B,code_ctx6144_d50_s0,code,6144,6112,50,0,AURORA-7749,T-BGMP Top4,tbgmp,2,2,6,"[0, 8, 1, 5]",128,True,completed,AURORA-7749,4,82.8629,3.11,2.8939,5.9488
Qwen3-4B,code_ctx6144_d50_s0,code,6144,6112,50,0,AURORA-7749,T-BGMP Top5,tbgmp,2,2,6,"[0, 8, 1, 5, 4]",128,True,completed,AURORA-7749,5,82.353,3.3526,2.6845,5.9531
Qwen3-4B,code_ctx6144_d50_s0,code,6144,6112,50,0,AURORA-7749,T-BGMP Top6,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6]",128,True,completed,AURORA-7749,6,81.8431,3.5952,2.5033,5.9575
Qwen3-4B,code_ctx6144_d50_s0,code,6144,6112,50,0,AURORA-7749,T-BGMP Top7,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10]",128,True,completed,AURORA-7749,7,81.3332,3.8451,2.3407,6.0157
Qwen3-4B,code_ctx6144_d50_s0,code,6144,6112,50,0,AURORA-7749,T-BGMP Top8,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10, 35]",128,True,completed,AURORA-7749,8,80.8232,4.0814,2.2052,6.6859
Qwen3-4B,code_ctx6144_d50_s0,code,6144,6112,50,0,AURORA-7749,T-BGMP Top9,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10, 35, 11]",128,True,completed,AURORA-7749,9,80.3133,4.3431,2.0723,6.6892
Qwen3-4B,code_ctx6144_d50_s0,code,6144,6112,50,0,AURORA-7749,T-BGMP Top10,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10, 35, 11, 12]",128,True,completed,AURORA-7749,10,79.8034,4.5764,1.9666,6.6939
Qwen3-4B,code_ctx6144_d50_s0,code,6144,6112,50,0,AURORA-7749,T-BGMP Top11,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10, 35, 11, 12, 2]",128,True,completed,AURORA-7749,11,79.2935,4.8261,1.8648,6.7006
Qwen3-4B,code_ctx6144_d50_s0,code,6144,6112,50,0,AURORA-7749,T-BGMP Top12,tbgmp,2,2,6,"[0, 8, 1, 5, 4, 6, 10, 35, 11, 12, 2, 14]",128,True,completed,AURORA-7749,12,78.7835,5.0529,1.7811,6.7056
Qwen3-4B,code_ctx6144_d50_s1,code,6144,6112,50,1,NEBULA-3186,T-BGMP Top1,tbgmp,2,2,6,[0],128,True,completed,NEBULA-3186,1,84.3927,2.3793,3.7827,5.6934
Qwen3-4B,code_ctx6144_d50_s1,code,6144,6112,50,1,NEBULA-3186,T-BGMP Top2,tbgmp,2,2,6,"[0, 8]",128,True,completed,NEBULA-3186,2,83.8828,2.6251,3.4285,5.9414
Qwen3-4B,code_ctx6144_d50_s1,code,6144,6112,50,1,NEBULA-3186,T-BGMP Top3,tbgmp,2,2,6,"[0, 8, 1]",128,True,completed,NEBULA-3186,3,83.3729,2.8741,3.1314,5.9444
