model,case_id,domain,context_length,actual_context_length,depth,seed,answer,policy,policy_type,key_bits,value_bits,protected_key_bits,protected_layers,residual_window,found,status,response_excerpt,topk_k,kv_saving,runtime_s,tok_per_s,peak_gpu_gb
Qwen2.5-3B,math_ctx4096_d10_s1,math,4096,4085,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top1_keys,tbgmp_top1,4.0,2.0,6.0,[0],128.0,True,completed,NEBULA-3186,1,77.611,4.6783,1.9238,6.3172
Qwen2.5-3B,math_ctx4096_d10_s1,math,4096,4085,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top2_keys,tbgmp_top2,4.0,2.0,6.0,"[0, 27]",128.0,False,completed,NEMESIS-777,2,77.2746,4.7517,1.6836,6.4611
Qwen2.5-3B,math_ctx4096_d10_s1,math,4096,4085,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top3_keys,tbgmp_top3,4.0,2.0,6.0,"[0, 27, 1]",128.0,True,completed,NEBULA-3186,3,76.9383,5.0883,1.7688,6.4616
Qwen2.5-3B,math_ctx4096_d10_s1,math,4096,4085,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top4_keys,tbgmp_top4,4.0,2.0,6.0,"[0, 27, 1, 18]",128.0,True,completed,NEBULA-3186,4,76.602,5.2936,1.7002,6.462
Qwen2.5-3B,math_ctx4096_d10_s1,math,4096,4085,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top5_keys,tbgmp_top5,4.0,2.0,6.0,"[0, 27, 1, 18, 2]",128.0,True,completed,NEBULA-3186,5,76.2656,5.506,1.6346,6.4625
Qwen2.5-3B,math_ctx4096_d10_s1,math,4096,4085,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top6_keys,tbgmp_top6,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20]",128.0,True,completed,NEBULA-3186,6,75.9293,5.7173,1.5742,6.463
Qwen2.5-3B,math_ctx4096_d10_s1,math,4096,4085,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top7_keys,tbgmp_top7,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29]",128.0,True,completed,NEBULA-3186,7,75.5929,5.9302,1.5176,6.473
Qwen2.5-3B,math_ctx4096_d10_s1,math,4096,4085,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top8_keys,tbgmp_top8,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29, 24]",128.0,True,completed,NEBULA-3186,8,75.2566,6.1491,1.4636,6.4734
Qwen2.5-3B,math_ctx4096_d10_s1,math,4096,4085,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top9_keys,tbgmp_top9,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29, 24, 35]",128.0,True,completed,NEBULA-3186,9,74.9202,6.3461,1.4182,6.5027
Qwen2.5-3B,math_ctx4096_d10_s1,math,4096,4085,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top10_keys,tbgmp_top10,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29, 24, 35, 19]",128.0,True,completed,NEBULA-3186,10,74.5839,6.5548,1.373,6.5032
Qwen2.5-3B,math_ctx4096_d10_s1,math,4096,4085,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top11_keys,tbgmp_top11,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29, 24, 35, 19, 14]",128.0,True,completed,NEBULA-3186,11,74.2476,6.7653,1.3303,6.5037
Qwen2.5-3B,math_ctx4096_d10_s1,math,4096,4085,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top12_keys,tbgmp_top12,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29, 24, 35, 19, 14, 16]",128.0,True,completed,NEBULA-3186,12,73.9112,7.0179,1.2824,6.5042
Qwen2.5-3B,math_ctx4096_d50_s0,math,4096,4085,50,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top1_keys,tbgmp_top1,4.0,2.0,6.0,[0],128.0,True,completed,AURORA-7749,1,77.611,4.6641,1.9296,6.3172
Qwen2.5-3B,math_ctx4096_d50_s0,math,4096,4085,50,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top2_keys,tbgmp_top2,4.0,2.0,6.0,"[0, 27]",128.0,True,completed,AURORA-7749,2,77.2746,4.8639,1.8504,6.4611
Qwen2.5-3B,math_ctx4096_d50_s0,math,4096,4085,50,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top3_keys,tbgmp_top3,4.0,2.0,6.0,"[0, 27, 1]",128.0,True,completed,AURORA-7749,3,76.9383,5.1015,1.7642,6.4616
Qwen2.5-3B,math_ctx4096_d50_s0,math,4096,4085,50,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top4_keys,tbgmp_top4,4.0,2.0,6.0,"[0, 27, 1, 18]",128.0,True,completed,AURORA-7749,4,76.602,5.2849,1.703,6.462
Qwen2.5-3B,math_ctx4096_d50_s0,math,4096,4085,50,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top5_keys,tbgmp_top5,4.0,2.0,6.0,"[0, 27, 1, 18, 2]",128.0,True,completed,AURORA-7749,5,76.2656,5.5224,1.6297,6.4625
Qwen2.5-3B,math_ctx4096_d50_s0,math,4096,4085,50,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top6_keys,tbgmp_top6,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20]",128.0,True,completed,AURORA-7749,6,75.9293,5.7131,1.5753,6.463
Qwen2.5-3B,math_ctx4096_d50_s0,math,4096,4085,50,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top7_keys,tbgmp_top7,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29]",128.0,True,completed,AURORA-7749,7,75.5929,5.9415,1.5148,6.473
Qwen2.5-3B,math_ctx4096_d50_s0,math,4096,4085,50,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top8_keys,tbgmp_top8,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29, 24]",128.0,True,completed,AURORA-7749,8,75.2566,6.1302,1.4681,6.4734
Qwen2.5-3B,math_ctx4096_d50_s0,math,4096,4085,50,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top9_keys,tbgmp_top9,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29, 24, 35]",128.0,True,completed,AURORA-7749,9,74.9202,6.3555,1.4161,6.5027
Qwen2.5-3B,math_ctx4096_d50_s0,math,4096,4085,50,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top10_keys,tbgmp_top10,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29, 24, 35, 19]",128.0,True,completed,AURORA-7749,10,74.5839,6.5592,1.3721,6.5032
Qwen2.5-3B,math_ctx4096_d50_s0,math,4096,4085,50,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top11_keys,tbgmp_top11,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29, 24, 35, 19, 14]",128.0,True,completed,AURORA-7749,11,74.2476,6.7844,1.3266,6.5037
Qwen2.5-3B,math_ctx4096_d50_s0,math,4096,4085,50,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top12_keys,tbgmp_top12,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29, 24, 35, 19, 14, 16]",128.0,True,completed,AURORA-7749,12,73.9112,6.9744,1.2904,6.5042
Qwen2.5-3B,math_ctx4096_d50_s1,math,4096,4085,50,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top1_keys,tbgmp_top1,4.0,2.0,6.0,[0],128.0,True,completed,NEBULA-3186,1,77.611,4.6536,1.934,6.3172
Qwen2.5-3B,math_ctx4096_d50_s1,math,4096,4085,50,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top2_keys,tbgmp_top2,4.0,2.0,6.0,"[0, 27]",128.0,True,completed,NEBULA-3186,2,77.2746,4.8686,1.8486,6.4611
Qwen2.5-3B,math_ctx4096_d50_s1,math,4096,4085,50,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top3_keys,tbgmp_top3,4.0,2.0,6.0,"[0, 27, 1]",128.0,True,completed,NEBULA-3186,3,76.9383,5.0845,1.7701,6.4616
Qwen2.5-3B,math_ctx4096_d50_s1,math,4096,4085,50,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top4_keys,tbgmp_top4,4.0,2.0,6.0,"[0, 27, 1, 18]",128.0,True,completed,NEBULA-3186,4,76.602,5.3016,1.6976,6.462
Qwen2.5-3B,math_ctx4096_d50_s1,math,4096,4085,50,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top5_keys,tbgmp_top5,4.0,2.0,6.0,"[0, 27, 1, 18, 2]",128.0,True,completed,NEBULA-3186,5,76.2656,5.4887,1.6397,6.4625
Qwen2.5-3B,math_ctx4096_d50_s1,math,4096,4085,50,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top6_keys,tbgmp_top6,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20]",128.0,True,completed,NEBULA-3186,6,75.9293,5.7267,1.5716,6.463
Qwen2.5-3B,math_ctx4096_d50_s1,math,4096,4085,50,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top7_keys,tbgmp_top7,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29]",128.0,True,completed,NEBULA-3186,7,75.5929,5.9252,1.5189,6.473
Qwen2.5-3B,math_ctx4096_d50_s1,math,4096,4085,50,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top8_keys,tbgmp_top8,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29, 24]",128.0,True,completed,NEBULA-3186,8,75.2566,6.134,1.4672,6.4734
Qwen2.5-3B,math_ctx4096_d50_s1,math,4096,4085,50,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top9_keys,tbgmp_top9,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29, 24, 35]",128.0,True,completed,NEBULA-3186,9,74.9202,6.3528,1.4167,6.5027
Qwen2.5-3B,math_ctx4096_d50_s1,math,4096,4085,50,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top10_keys,tbgmp_top10,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29, 24, 35, 19]",128.0,True,completed,NEBULA-3186,10,74.5839,6.556,1.3728,6.5032
Qwen2.5-3B,math_ctx4096_d50_s1,math,4096,4085,50,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top11_keys,tbgmp_top11,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29, 24, 35, 19, 14]",128.0,True,completed,NEBULA-3186,11,74.2476,6.7566,1.332,6.5037
Qwen2.5-3B,math_ctx4096_d50_s1,math,4096,4085,50,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top12_keys,tbgmp_top12,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29, 24, 35, 19, 14, 16]",128.0,True,completed,NEBULA-3186,12,73.9112,6.9947,1.2867,6.5042
Qwen2.5-3B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top1_keys,tbgmp_top1,4.0,2.0,6.0,[0],128.0,True,completed,AURORA-7749,1,77.6116,4.6672,1.9283,6.3165
Qwen2.5-3B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top2_keys,tbgmp_top2,4.0,2.0,6.0,"[0, 27]",128.0,True,completed,AURORA-7749,2,77.2753,4.8534,1.8544,6.4612
Qwen2.5-3B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top3_keys,tbgmp_top3,4.0,2.0,6.0,"[0, 27, 1]",128.0,True,completed,AURORA-7749,3,76.9389,5.0885,1.7687,6.4616
Qwen2.5-3B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top4_keys,tbgmp_top4,4.0,2.0,6.0,"[0, 27, 1, 18]",128.0,True,completed,AURORA-7749,4,76.6026,5.2894,1.7015,6.4621
Qwen2.5-3B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top5_keys,tbgmp_top5,4.0,2.0,6.0,"[0, 27, 1, 18, 2]",128.0,True,completed,AURORA-7749,5,76.2662,5.4869,1.6403,6.4626
Qwen2.5-3B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top6_keys,tbgmp_top6,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20]",128.0,True,completed,AURORA-7749,6,75.9299,5.7176,1.5741,6.463
Qwen2.5-3B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top7_keys,tbgmp_top7,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29]",128.0,True,completed,AURORA-7749,7,75.5935,5.926,1.5187,6.473
Qwen2.5-3B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top8_keys,tbgmp_top8,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29, 24]",128.0,True,completed,AURORA-7749,8,75.2572,6.1103,1.4729,6.4735
Qwen2.5-3B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top9_keys,tbgmp_top9,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29, 24, 35]",128.0,True,completed,AURORA-7749,9,74.9208,6.3425,1.419,6.503
Qwen2.5-3B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top10_keys,tbgmp_top10,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29, 24, 35, 19]",128.0,True,completed,AURORA-7749,10,74.5845,6.5639,1.3711,6.5035
Qwen2.5-3B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top11_keys,tbgmp_top11,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29, 24, 35, 19, 14]",128.0,True,completed,AURORA-7749,11,74.2482,6.7475,1.3338,6.5039
Qwen2.5-3B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top12_keys,tbgmp_top12,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29, 24, 35, 19, 14, 16]",128.0,True,completed,AURORA-7749,12,73.9118,6.9837,1.2887,6.5044
Qwen2.5-3B,math_ctx4096_d90_s1,math,4096,4085,90,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top1_keys,tbgmp_top1,4.0,2.0,6.0,[0],128.0,True,completed,NEBULA-3186,1,77.611,4.6589,1.9318,6.3172
Qwen2.5-3B,math_ctx4096_d90_s1,math,4096,4085,90,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top2_keys,tbgmp_top2,4.0,2.0,6.0,"[0, 27]",128.0,True,completed,NEBULA-3186,2,77.2746,4.8787,1.8447,6.4611
Qwen2.5-3B,math_ctx4096_d90_s1,math,4096,4085,90,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top3_keys,tbgmp_top3,4.0,2.0,6.0,"[0, 27, 1]",128.0,True,completed,NEBULA-3186,3,76.9383,5.0789,1.772,6.4616
Qwen2.5-3B,math_ctx4096_d90_s1,math,4096,4085,90,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top4_keys,tbgmp_top4,4.0,2.0,6.0,"[0, 27, 1, 18]",128.0,True,completed,NEBULA-3186,4,76.602,5.2801,1.7045,6.462
Qwen2.5-3B,math_ctx4096_d90_s1,math,4096,4085,90,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top5_keys,tbgmp_top5,4.0,2.0,6.0,"[0, 27, 1, 18, 2]",128.0,True,completed,NEBULA-3186,5,76.2656,5.5008,1.6361,6.4625
Qwen2.5-3B,math_ctx4096_d90_s1,math,4096,4085,90,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top6_keys,tbgmp_top6,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20]",128.0,True,completed,NEBULA-3186,6,75.9293,5.6967,1.5799,6.463
Qwen2.5-3B,math_ctx4096_d90_s1,math,4096,4085,90,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top7_keys,tbgmp_top7,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29]",128.0,True,completed,NEBULA-3186,7,75.5929,5.9176,1.5209,6.473
Qwen2.5-3B,math_ctx4096_d90_s1,math,4096,4085,90,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top8_keys,tbgmp_top8,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29, 24]",128.0,True,completed,NEBULA-3186,8,75.2566,6.1353,1.4669,6.4734
Qwen2.5-3B,math_ctx4096_d90_s1,math,4096,4085,90,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top9_keys,tbgmp_top9,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29, 24, 35]",128.0,True,completed,NEBULA-3186,9,74.9202,6.3379,1.42,6.5027
Qwen2.5-3B,math_ctx4096_d90_s1,math,4096,4085,90,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top10_keys,tbgmp_top10,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29, 24, 35, 19]",128.0,True,completed,NEBULA-3186,10,74.5839,6.5373,1.3767,6.5032
Qwen2.5-3B,math_ctx4096_d90_s1,math,4096,4085,90,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top11_keys,tbgmp_top11,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29, 24, 35, 19, 14]",128.0,True,completed,NEBULA-3186,11,74.2476,6.7519,1.333,6.5037
Qwen2.5-3B,math_ctx4096_d90_s1,math,4096,4085,90,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top12_keys,tbgmp_top12,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29, 24, 35, 19, 14, 16]",128.0,True,completed,NEBULA-3186,12,73.9112,6.9949,1.2867,6.5042
Qwen2.5-3B,math_ctx6144_d10_s0,math,6144,6133,10,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top1_keys,tbgmp_top1,4.0,2.0,6.0,[0],128.0,True,completed,AURORA-7749,1,78.4493,4.7394,1.899,6.6052
Qwen2.5-3B,math_ctx6144_d10_s0,math,6144,6133,10,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top2_keys,tbgmp_top2,4.0,2.0,6.0,"[0, 27]",128.0,True,completed,AURORA-7749,2,78.1094,5.046,1.7836,6.8216
Qwen2.5-3B,math_ctx6144_d10_s0,math,6144,6133,10,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top3_keys,tbgmp_top3,4.0,2.0,6.0,"[0, 27, 1]",128.0,True,completed,AURORA-7749,3,77.7694,5.2823,1.7038,6.8221
Qwen2.5-3B,math_ctx6144_d10_s0,math,6144,6133,10,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top4_keys,tbgmp_top4,4.0,2.0,6.0,"[0, 27, 1, 18]",128.0,False,completed,AURORA-774,4,77.4294,5.2326,1.5289,6.8223
Qwen2.5-3B,math_ctx6144_d10_s0,math,6144,6133,10,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top5_keys,tbgmp_top5,4.0,2.0,6.0,"[0, 27, 1, 18, 2]",128.0,True,completed,AURORA-7749,5,77.0894,5.5875,1.6107,6.8234
Qwen2.5-3B,math_ctx6144_d10_s0,math,6144,6133,10,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top6_keys,tbgmp_top6,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20]",128.0,True,completed,AURORA-7749,6,76.7495,5.8096,1.5492,6.8238
Qwen2.5-3B,math_ctx6144_d10_s0,math,6144,6133,10,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top7_keys,tbgmp_top7,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29]",128.0,True,completed,AURORA-7749,7,76.4095,6.0119,1.497,6.8388
Qwen2.5-3B,math_ctx6144_d10_s0,math,6144,6133,10,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top8_keys,tbgmp_top8,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29, 24]",128.0,True,completed,AURORA-7749,8,76.0695,6.209,1.4495,6.8395
Qwen2.5-3B,math_ctx6144_d10_s0,math,6144,6133,10,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top9_keys,tbgmp_top9,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29, 24, 35]",128.0,True,completed,AURORA-7749,9,75.7295,6.4548,1.3943,6.8828
Qwen2.5-3B,math_ctx6144_d10_s0,math,6144,6133,10,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top10_keys,tbgmp_top10,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29, 24, 35, 19]",128.0,True,completed,AURORA-7749,10,75.3896,6.634,1.3567,6.8838
Qwen2.5-3B,math_ctx6144_d10_s0,math,6144,6133,10,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top11_keys,tbgmp_top11,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29, 24, 35, 19, 14]",128.0,True,completed,AURORA-7749,11,75.0496,6.833,1.3171,6.8844
Qwen2.5-3B,math_ctx6144_d10_s0,math,6144,6133,10,0,AURORA-7749,qwen25_3b_instruct_tbgmp_top12_keys,tbgmp_top12,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29, 24, 35, 19, 14, 16]",128.0,True,completed,AURORA-7749,12,74.7096,7.0741,1.2723,6.8855
Qwen2.5-3B,math_ctx6144_d10_s1,math,6144,6134,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top1_keys,tbgmp_top1,4.0,2.0,6.0,[0],128.0,True,completed,NEBULA-3186,1,78.4496,4.7402,1.8987,6.6052
Qwen2.5-3B,math_ctx6144_d10_s1,math,6144,6134,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top2_keys,tbgmp_top2,4.0,2.0,6.0,"[0, 27]",128.0,True,completed,NEBULA-3186,2,78.1096,4.942,1.8211,6.8216
Qwen2.5-3B,math_ctx6144_d10_s1,math,6144,6134,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top3_keys,tbgmp_top3,4.0,2.0,6.0,"[0, 27, 1]",128.0,True,completed,NEBULA-3186,3,77.7697,5.1542,1.7462,6.8223
Qwen2.5-3B,math_ctx6144_d10_s1,math,6144,6134,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top4_keys,tbgmp_top4,4.0,2.0,6.0,"[0, 27, 1, 18]",128.0,True,completed,NEBULA-3186,4,77.4297,5.3702,1.6759,6.8224
Qwen2.5-3B,math_ctx6144_d10_s1,math,6144,6134,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top5_keys,tbgmp_top5,4.0,2.0,6.0,"[0, 27, 1, 18, 2]",128.0,True,completed,NEBULA-3186,5,77.0897,5.5778,1.6135,6.8235
Qwen2.5-3B,math_ctx6144_d10_s1,math,6144,6134,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top6_keys,tbgmp_top6,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20]",128.0,True,completed,NEBULA-3186,6,76.7497,5.7846,1.5558,6.8239
Qwen2.5-3B,math_ctx6144_d10_s1,math,6144,6134,10,1,NEBULA-3186,qwen25_3b_instruct_tbgmp_top7_keys,tbgmp_top7,4.0,2.0,6.0,"[0, 27, 1, 18, 2, 20, 29]",128.0,True,completed,NEBULA-3186,7,76.4097,5.9975,1.5006,6.8388
