model,case_id,domain,context_length,actual_context_length,depth,seed,answer,policy,policy_type,key_bits,value_bits,protected_key_bits,protected_layers,residual_window,found,status,response_excerpt,topk_k,kv_saving,runtime_s,tok_per_s,peak_gpu_gb
Qwen2.5-3B,math_ctx4096_d50_s0,math,4096,4085,50,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,FRANCE,,84.0015,0.8684,3.4546,6.236
Qwen2.5-3B,math_ctx4096_d50_s0,math,4096,4085,50,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,Jamie,,77.9473,3.7446,0.5341,6.2445
Qwen2.5-3B,math_ctx4096_d50_s0,math,4096,4085,50,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,65.839,12.2129,0.7369,6.5155
Qwen2.5-3B,math_ctx4096_d50_s0,math,4096,4085,50,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,59.7848,15.2426,0.5904,6.5237
Qwen2.5-3B,math_ctx4096_d50_s1,math,4096,4085,50,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,0.364,24.723,6.2135
Qwen2.5-3B,math_ctx4096_d50_s1,math,4096,4085,50,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,Source1Source vess经济onica经济 vessSource vessSource vessSource vessSource vessSour,,84.0015,4.9995,4.8005,6.236
Qwen2.5-3B,math_ctx4096_d50_s1,math,4096,4085,50,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,BLACKJACK,,77.9473,3.8983,1.0261,6.2445
Qwen2.5-3B,math_ctx4096_d50_s1,math,4096,4085,50,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,NEBULA-3186,,65.839,12.1909,0.7383,6.5155
Qwen2.5-3B,math_ctx4096_d50_s1,math,4096,4085,50,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,59.7848,15.0883,0.5965,6.5237
Qwen2.5-3B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,0.3608,24.945,6.2136
Qwen2.5-3B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,OdinQuest,,84.0022,0.9604,4.1651,6.236
Qwen2.5-3B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,AURORA,,77.9479,3.9002,1.0256,6.2445
Qwen2.5-3B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,65.8395,12.4318,0.724,6.5157
Qwen2.5-3B,math_ctx4096_d90_s0,math,4096,4086,90,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,59.7853,15.1507,0.594,6.524
Qwen2.5-3B,math_ctx4096_d90_s1,math,4096,4085,90,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,0.3626,24.8187,6.2135
Qwen2.5-3B,math_ctx4096_d90_s1,math,4096,4085,90,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,SourceSource vess b vessoley7Source vessSource vessSource vessSource vessSource ,,84.0015,4.9817,4.8176,6.236
Qwen2.5-3B,math_ctx4096_d90_s1,math,4096,4085,90,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,NEUROBA,,77.9473,4.0105,1.2467,6.2445
Qwen2.5-3B,math_ctx4096_d90_s1,math,4096,4085,90,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,NEBULA-3186,,65.839,12.2273,0.7361,6.5155
Qwen2.5-3B,math_ctx4096_d90_s1,math,4096,4085,90,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,59.7848,15.1242,0.5951,6.5237
Qwen2.5-3B,math_ctx6144_d10_s0,math,6144,6133,10,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,0.4472,20.1274,6.4416
Qwen2.5-3B,math_ctx6144_d10_s0,math,6144,6133,10,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,MASTERCYCLE,,84.9089,1.2575,4.7714,6.4735
Qwen2.5-3B,math_ctx6144_d10_s0,math,6144,6133,10,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,Aurora7749,,78.7893,4.4211,1.8095,6.4863
Qwen2.5-3B,math_ctx6144_d10_s0,math,6144,6133,10,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,66.5502,12.2665,0.7337,6.9052
Qwen2.5-3B,math_ctx6144_d10_s0,math,6144,6133,10,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,60.4306,15.2204,0.5913,6.9177
Qwen2.5-3B,math_ctx6144_d10_s1,math,6144,6134,10,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,0.4473,20.1206,6.4417
Qwen2.5-3B,math_ctx6144_d10_s1,math,6144,6134,10,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,Sourceonica vess vess7Source vess vess vess# Source vess vess vess vess vess ves,,84.9092,5.0302,4.7712,6.4736
Qwen2.5-3B,math_ctx6144_d10_s1,math,6144,6134,10,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,NEBBI-3186,,78.7896,4.5947,1.9588,6.4864
Qwen2.5-3B,math_ctx6144_d10_s1,math,6144,6134,10,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,NEBULA-3186,,66.5504,12.249,0.7348,6.9054
Qwen2.5-3B,math_ctx6144_d10_s1,math,6144,6134,10,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,60.4308,15.2454,0.5903,6.918
Qwen2.5-3B,math_ctx6144_d50_s0,math,6144,6134,50,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,0.4486,20.0624,6.4417
Qwen2.5-3B,math_ctx6144_d50_s0,math,6144,6134,50,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,these is the the the the the is a the the world is the,,84.9092,5.0358,4.7659,6.4736
Qwen2.5-3B,math_ctx6144_d50_s0,math,6144,6134,50,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,AURORA,,78.7896,3.9777,1.0056,6.4864
Qwen2.5-3B,math_ctx6144_d50_s0,math,6144,6134,50,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,66.5504,12.3403,0.7293,6.9054
Qwen2.5-3B,math_ctx6144_d50_s0,math,6144,6134,50,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,60.4308,15.1673,0.5934,6.918
Qwen2.5-3B,math_ctx6144_d50_s1,math,6144,6134,50,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,0.4457,20.1948,6.4417
Qwen2.5-3B,math_ctx6144_d50_s1,math,6144,6134,50,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,The quick of the ``` user 12 ``` user `u93 ``,,84.9092,5.0307,4.7707,6.4736
Qwen2.5-3B,math_ctx6144_d50_s1,math,6144,6134,50,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,BULA-3186,,78.7896,4.4387,1.8023,6.4864
Qwen2.5-3B,math_ctx6144_d50_s1,math,6144,6134,50,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,NEBULA-3186,,66.5504,12.2361,0.7355,6.9054
Qwen2.5-3B,math_ctx6144_d50_s1,math,6144,6134,50,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,60.4308,15.2461,0.5903,6.918
Qwen2.5-3B,math_ctx6144_d90_s0,math,6144,6134,90,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,0.4481,20.086,6.4417
Qwen2.5-3B,math_ctx6144_d90_s0,math,6144,6134,90,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,these is the the the way is the act the the the same much is the,,84.9092,5.035,4.7666,6.4736
Qwen2.5-3B,math_ctx6144_d90_s0,math,6144,6134,90,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,A_Avor749,,78.7896,4.3148,1.6223,6.4864
Qwen2.5-3B,math_ctx6144_d90_s0,math,6144,6134,90,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,66.5504,12.2548,0.7344,6.9054
Qwen2.5-3B,math_ctx6144_d90_s0,math,6144,6134,90,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,60.4308,15.1974,0.5922,6.918
Qwen2.5-3B,math_ctx6144_d90_s1,math,6144,6134,90,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,0.4476,20.1067,6.4417
Qwen2.5-3B,math_ctx6144_d90_s1,math,6144,6134,90,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,Operation Neptune Shoal,,84.9092,1.1451,4.3666,6.4736
Qwen2.5-3B,math_ctx6144_d90_s1,math,6144,6134,90,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,OBJECTIVE,,78.7896,3.8874,0.7717,6.4864
Qwen2.5-3B,math_ctx6144_d90_s1,math,6144,6134,90,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,NEBULA-3186,,66.5504,12.3072,0.7313,6.9054
Qwen2.5-3B,math_ctx6144_d90_s1,math,6144,6134,90,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,60.4308,15.2313,0.5909,6.918
Qwen2.5-3B,math_ctx8192_d10_s0,math,8192,8182,10,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,0.5389,16.6999,6.6708
Qwen2.5-3B,math_ctx8192_d10_s0,math,8192,8182,10,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,RAINMAN,,85.3621,1.0447,2.8716,6.7119
Qwen2.5-3B,math_ctx8192_d10_s0,math,8192,8182,10,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,TheTotal cost of of the treats is: 3 bags of of Skittles cost $7 x 5 = $,,79.2099,8.0792,2.9706,6.7289
Qwen2.5-3B,math_ctx8192_d10_s0,math,8192,8182,10,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,66.9054,12.3533,0.7285,7.29
Qwen2.5-3B,math_ctx8192_d10_s0,math,8192,8182,10,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,60.7532,15.3616,0.5859,7.3068
Qwen2.5-3B,math_ctx8192_d10_s1,math,8192,8182,10,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,0.54,16.6661,6.6708
Qwen2.5-3B,math_ctx8192_d10_s1,math,8192,8182,10,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,SourceSource SourceSourceSourceSource SourceSource Source SourceSource#SourceSou,,85.3621,5.1355,4.6733,6.7119
Qwen2.5-3B,math_ctx8192_d10_s1,math,8192,8182,10,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,MonkeyMission,,79.2099,3.9824,0.7533,6.7289
Qwen2.5-3B,math_ctx8192_d10_s1,math,8192,8182,10,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,NEBULA-3186,,66.9054,12.4161,0.7249,7.29
Qwen2.5-3B,math_ctx8192_d10_s1,math,8192,8182,10,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,60.7532,15.3223,0.5874,7.3068
Qwen2.5-3B,math_ctx8192_d50_s0,math,8192,8182,50,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,0.5342,16.8487,6.6708
Qwen2.5-3B,math_ctx8192_d50_s0,math,8192,8182,50,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,é vess the vess vess vess vess vesso is the1 vess b theo the of7 vesso of theoni,,85.3621,5.0858,4.719,6.7119
Qwen2.5-3B,math_ctx8192_d50_s0,math,8192,8182,50,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,AORA-7749,,79.2099,4.5513,1.7577,6.7289
Qwen2.5-3B,math_ctx8192_d50_s0,math,8192,8182,50,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,66.9054,12.4231,0.7245,7.29
Qwen2.5-3B,math_ctx8192_d50_s0,math,8192,8182,50,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,60.7532,15.3159,0.5876,7.3068
Qwen2.5-3B,math_ctx8192_d50_s1,math,8192,8181,50,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,0.5336,16.8654,6.6704
Qwen2.5-3B,math_ctx8192_d50_s1,math,8192,8181,50,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,20 200.0 20 20 20 20 20,,85.3619,5.0915,4.7138,6.7115
Qwen2.5-3B,math_ctx8192_d50_s1,math,8192,8181,50,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,NEBULA,,79.2097,4.1001,0.9756,6.7284
Qwen2.5-3B,math_ctx8192_d50_s1,math,8192,8181,50,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,NEBULA-3186,,66.9053,12.4348,0.7238,7.2893
Qwen2.5-3B,math_ctx8192_d50_s1,math,8192,8181,50,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,60.7531,15.3746,0.5854,7.3061
Qwen2.5-3B,math_ctx8192_d90_s0,math,8192,8182,90,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,0.5423,16.5946,6.6708
Qwen2.5-3B,math_ctx8192_d90_s0,math,8192,8182,90,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,Source vess7SourceSourceSourceSource vess vessSource vessSource vessSource``7 ve,,85.3621,5.0797,4.7247,6.7119
Qwen2.5-3B,math_ctx8192_d90_s0,math,8192,8182,90,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,ProjectPiñata,,79.2099,4.1792,1.1964,6.7289
Qwen2.5-3B,math_ctx8192_d90_s0,math,8192,8182,90,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,66.9054,12.3446,0.7291,7.29
Qwen2.5-3B,math_ctx8192_d90_s0,math,8192,8182,90,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,60.7532,15.2824,0.5889,7.3068
Qwen2.5-3B,math_ctx8192_d90_s1,math,8192,8181,90,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,0.5339,16.8568,6.6704
Qwen2.5-3B,math_ctx8192_d90_s1,math,8192,8181,90,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,MONKEYCOUNT,,85.3619,1.1242,3.5581,6.7115
Qwen2.5-3B,math_ctx8192_d90_s1,math,8192,8181,90,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,MONK12,,79.2097,4.1704,1.1989,6.7284
Qwen2.5-3B,math_ctx8192_d90_s1,math,8192,8181,90,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,NEBULA-3186,,66.9053,12.3458,0.729,7.2893
Qwen2.5-3B,math_ctx8192_d90_s1,math,8192,8181,90,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,60.7531,15.2344,0.5908,7.3061
Qwen2.5-3B,literature_ctx4096_d10_s0,literature,4096,4085,10,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,0.3526,25.5253,6.2135
Qwen2.5-3B,literature_ctx4096_d10_s0,literature,4096,4085,10,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,ORION,,84.0015,0.8657,3.4655,6.236
Qwen2.5-3B,literature_ctx4096_d10_s0,literature,4096,4085,10,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,SecretProjectX,,77.9473,3.8649,1.0349,6.2445
Qwen2.5-3B,literature_ctx4096_d10_s0,literature,4096,4085,10,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,65.839,12.1183,0.7427,6.5155
Qwen2.5-3B,literature_ctx4096_d10_s0,literature,4096,4085,10,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,59.7848,15.0485,0.5981,6.5237
Qwen2.5-3B,literature_ctx4096_d10_s1,literature,4096,4085,10,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,0.3521,25.563,6.2135
Qwen2.5-3B,literature_ctx4096_d10_s1,literature,4096,4085,10,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,secretprojectId,,84.0015,0.8639,3.4725,6.236
Qwen2.5-3B,literature_ctx4096_d10_s1,literature,4096,4085,10,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,Neulanda,,77.9473,3.8804,1.0308,6.2445
Qwen2.5-3B,literature_ctx4096_d10_s1,literature,4096,4085,10,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,NEBULA-3186,,65.839,12.1158,0.7428,6.5155
Qwen2.5-3B,literature_ctx4096_d10_s1,literature,4096,4085,10,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,59.7848,15.0465,0.5981,6.5237
Qwen2.5-3B,literature_ctx4096_d50_s0,literature,4096,4085,50,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,0.3525,25.5334,6.2135
Qwen2.5-3B,literature_ctx4096_d50_s0,literature,4096,4085,50,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,VEDIC,,84.0015,0.8596,3.4901,6.236
Qwen2.5-3B,literature_ctx4096_d50_s0,literature,4096,4085,50,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,Aurora,,77.9473,3.8708,1.0334,6.2445
Qwen2.5-3B,literature_ctx4096_d50_s0,literature,4096,4085,50,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,65.839,12.1837,0.7387,6.5155
Qwen2.5-3B,literature_ctx4096_d50_s0,literature,4096,4085,50,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,59.7848,15.05,0.598,6.5237
Qwen2.5-3B,literature_ctx4096_d50_s1,literature,4096,4086,50,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,0.3525,25.5328,6.2136
Qwen2.5-3B,literature_ctx4096_d50_s1,literature,4096,4086,50,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,Project Ophiuchus,,84.0022,1.1522,5.2076,6.236
Qwen2.5-3B,literature_ctx4096_d50_s1,literature,4096,4086,50,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,Operation Stardust,,77.9479,3.8905,1.0282,6.2445
Qwen2.5-3B,literature_ctx4096_d50_s1,literature,4096,4086,50,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,False,completed,NEBULA-318,,65.8395,11.9778,0.6679,6.5157
Qwen2.5-3B,literature_ctx4096_d50_s1,literature,4096,4086,50,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,59.7853,15.0527,0.5979,6.524
Qwen2.5-3B,literature_ctx4096_d90_s0,literature,4096,4086,90,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,0.3523,25.5476,6.2136
Qwen2.5-3B,literature_ctx4096_d90_s0,literature,4096,4086,90,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,OdinProject,,84.0022,0.9483,4.2182,6.236
Qwen2.5-3B,literature_ctx4096_d90_s0,literature,4096,4086,90,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,AURORA,,77.9479,3.8755,1.0321,6.2445
Qwen2.5-3B,literature_ctx4096_d90_s0,literature,4096,4086,90,0,AURORA-7749,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,AURORA-7749,,65.8395,12.1236,0.7424,6.5157
Qwen2.5-3B,literature_ctx4096_d90_s0,literature,4096,4086,90,0,AURORA-7749,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,AURORA-7749,,59.7853,15.0843,0.5966,6.524
Qwen2.5-3B,literature_ctx4096_d90_s1,literature,4096,4086,90,1,NEBULA-3186,FP16 baseline,fp16,,,,[],,True,completed,NEBULA-3186,,0.0,0.3527,25.52,6.2136
Qwen2.5-3B,literature_ctx4096_d90_s1,literature,4096,4086,90,1,NEBULA-3186,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,Odyssey,,84.0022,0.8601,3.4881,6.236
Qwen2.5-3B,literature_ctx4096_d90_s1,literature,4096,4086,90,1,NEBULA-3186,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,Adam,,77.9479,3.7128,0.5387,6.2445
Qwen2.5-3B,literature_ctx4096_d90_s1,literature,4096,4086,90,1,NEBULA-3186,Uniform K6/V2 rw128,uniform,6.0,2.0,,[],128.0,True,completed,NEBULA-3186,,65.8395,12.1654,0.7398,6.5157
Qwen2.5-3B,literature_ctx4096_d90_s1,literature,4096,4086,90,1,NEBULA-3186,Uniform K6/V4 rw128,uniform,6.0,4.0,,[],128.0,True,completed,NEBULA-3186,,59.7853,15.0905,0.5964,6.524
Qwen2.5-3B,literature_ctx6144_d10_s0,literature,6144,6132,10,0,AURORA-7749,FP16 baseline,fp16,,,,[],,True,completed,AURORA-7749,,0.0,0.4372,20.5858,6.4415
Qwen2.5-3B,literature_ctx6144_d10_s0,literature,6144,6132,10,0,AURORA-7749,Uniform K2/V2 rw128,uniform,2.0,2.0,,[],128.0,False,completed,Project Apollo,,84.9086,0.947,3.1678,6.4734
Qwen2.5-3B,literature_ctx6144_d10_s0,literature,6144,6132,10,0,AURORA-7749,Uniform K4/V2 rw128,uniform,4.0,2.0,,[],128.0,False,completed,AURORA7749,,78.789,4.4092,1.8144,6.4862
